X1,institute,date_debut,date_fin,methode,interroges,question_id,nspp,base,intentions_exprimees,candidates,percentages,lien,survey_id,certitude,remove,z,sum_z
989,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Pecresse,11,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
990,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Dupont Aignan,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
991,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Poisson,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
992,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Philippot,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
993,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Le Pen,15,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
994,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Zemmour,17,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
995,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Asselineau,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
996,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Lassalle,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
1085,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Arthaud,0.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1086,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Poutou,0.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1087,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Roussel,1.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1088,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Melenchon,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1089,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Hidalgo,6,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1090,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Montebourg,2.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1091,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Jadot,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1092,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Macron,26,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1093,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Pecresse,11,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1094,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Dupont Aignan,3,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1095,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Le Pen,18,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1096,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Zemmour,14,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,1,7
1097,Ifop,2021-10-05,2021-10-06,internet,921,2,25.6,I,685,Lassalle,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9220-p-ifop-sud-radio.pdf,29,NA,0,0,7
1163,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Poutou,1,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1164,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Arthaud,1,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1165,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Roussel,2,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1166,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Melenchon,8,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1167,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Hidalgo,5,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1168,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Montebourg,2,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1169,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Jadot,9,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1170,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Macron,27,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1171,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Lagarde,0,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1172,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Pecresse,8,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1173,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Lassalle,1,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1174,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Asselineau,1,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1175,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Dupont Aignan,3,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1176,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Poisson,0,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1177,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Philippot,1,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,0,7
1178,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Le Pen,17,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1179,Elabe,2021-10-05,2021-10-06,internet,1204,5,15,SV,788,Zemmour,14,https://elabe.fr/wp-content/uploads/2021/10/pr2022.pdf,30,NA,0,1,7
1220,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Arthaud,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1221,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Poutou,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1222,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Roussel,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1223,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Melenchon,11,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1224,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Montebourg,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1225,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Hidalgo,6,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1226,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Jadot,7,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1227,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Macron,25,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1228,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Lagarde,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1229,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Pecresse,11,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1230,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Dupont Aignan,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1231,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Poisson,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1232,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Philippot,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1233,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Le Pen,15,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1234,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Zemmour,17,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,1,7
1235,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Asselineau,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1236,Harris interactive,2021-10-01,2021-10-04,internet,1062,2,15,I,902,Lassalle,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/10/Rapport-Harris-Vague-16-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,31,NA,0,0,7
1313,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Arthaud,0.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1314,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Poutou,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1315,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1316,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Melenchon,7,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1317,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Hidalgo,6,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1318,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Montebourg,3,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1319,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Jadot,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1320,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Macron,26,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1321,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Pecresse,11,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1322,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Dupont Aignan,2.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1323,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Le Pen,19,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1324,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Zemmour,13,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,1,7
1325,Ifop,2021-09-29,2021-10-01,internet,1351,5,27.8,I,976,Lassalle,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9216-p-ifop-le-figaro-v4.pdf,32,NA,0,0,7
1362,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Poutou,1,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1363,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Arthaud,1,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1364,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Melenchon,9,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1365,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Roussel,1.5,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1366,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Montebourg,1.5,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1367,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Jadot,9,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1368,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Hidalgo,5.5,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1369,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Macron,25,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1370,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Pecresse,12,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1371,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Lassalle,1,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1372,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Dupont Aignan,1.5,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,0,7
1373,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Le Pen,17,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1374,Ipsos,2021-09-29,2021-09-30,internet,1500,2,10,SV,670,Zemmour,15,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-10/Ipsos%20-%20Le%20Parisien-France%20Info%20-%20IV%202022%20-%20Oct.%202021.pdf,33,NA,0,1,7
1441,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Arthaud,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1442,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Poutou,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1443,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Roussel,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1444,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Melenchon,13,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1445,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Montebourg,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1446,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Hidalgo,7,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1447,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Jadot,6,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1448,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Macron,24,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1449,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Lagarde,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1450,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Pecresse,12,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1451,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Dupont Aignan,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1452,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Poisson,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1453,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Philippot,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1454,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Le Pen,16,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1455,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Zemmour,13,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,1,7
1456,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Asselineau,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1457,Harris interactive,2021-09-24,2021-09-27,internet,1048,2,16,I,880,Lassalle,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport-Harris-Vague-15-Intentions-de-vote-Presidentielle-2022-Challenges.pdf,34,NA,0,0,7
1536,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Arthaud,2,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,0,7
1537,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Poutou,1.5,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,0,7
1538,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Roussel,3,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,0,7
1539,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Melenchon,7.5,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1540,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Jadot,5,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1541,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Montebourg,4.5,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,0,7
1542,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Hidalgo,4,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1543,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Macron,25,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1544,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Pecresse,13,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1545,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Dupont Aignan,3,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,0,7
1546,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Le Pen,21,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1547,Odoxa,2021-09-22,2021-09-23,internet,886,2,23,SV,624,Zemmour,10.5,http://www.odoxa.fr/sondage/intentions-de-vote-a-la-presidentielle-et-match-zemmour-melenchon-dans-lopinion/,36,NA,0,1,7
1569,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Arthaud,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1570,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Poutou,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1571,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Roussel,3,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1572,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Melenchon,11,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1573,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Montebourg,3,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1574,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Hidalgo,7,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1575,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Jadot,6,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1576,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Macron,23,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
