departement,Circonscription,Taux de participation,Nuance 1,Prénom 1,nom 1,Liste 1,votes 1,Nuance 2,Prénom 2,nom 2,Liste 2,votes 2,Nuance 3,Prénom 3,nom 3,Liste 3,votes 3,Nuance 4,Prénom 4,nom 4,Liste 4,votes 4,Nuance 5,Prénom 5,nom 5,Liste 5,votes 5,Nuance 6,Prénom 6,nom 6,Liste 6,votes 6,Nuance 7,Prénom 7,nom 7,Liste 7,votes 7,Nuance 8,Prénom 8,nom 8,Liste 8,votes 8,Nuance 9,Prénom 9,nom 9,Liste 9,votes 9,Nuance 10,Prénom 10,nom 10,Liste 10,votes 10,Nuance 11,Prénom 11,nom 11,Liste 11,votes 11,Nuance 12,Prénom 12,nom 12,Liste 12,votes 12,Nuance 13,Prénom 13,nom 13,Liste 13,votes 13,Nuance 14,Prénom 14,nom 14,Liste 14,votes 14,Nuance 15,Prénom 15,nom 15,Liste 15,votes 15,Nuance 16,Prénom 16,nom 16,Liste 16,votes 16,Nuance 17,Prénom 17,nom 17,Liste 17,votes 17,Nuance 18,Prénom 18,nom 18,Liste 18,votes 18,Nuance 19,Prénom 19,nom 19,Liste 19,votes 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALVADOS,2,61.69,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,1184,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,2108,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,13819,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1123,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),3966,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,2920,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,7275,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,3782,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALVADOS,3,61.44,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,1152,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,2218,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,9859,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1208,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),4113,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,4957,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,9481,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,6374,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALVADOS,4,61.15,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,939,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,1944,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,9541,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,883,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),2798,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,7481,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,11643,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,6493,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALVADOS,5,61.5,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,1543,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,2436,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,14514,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1589,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),4704,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,5312,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,15667,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7146,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALVADOS,6,64.93,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,1404,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,2236,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,9453,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1447,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),9214,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,3302,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,14882,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,6945,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANTAL,1,63.64,LO-LCR,MARIE,SAVRE,LISTE LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT.,1475,COM,ANDRE,CHASSAIGNE,AUVERGNE. ET MAINTENANT UN SOUFFLE NOUVEAU ! LISTE DE RASSEMBLEMENT CONDUITE PAR ANDRE CHASSAIGNE. DEPUTE COMMUNISTE,2210,SOC-COM-ECO,P.JOEL,BONTE,AVEC PIERRE-JOËL BONTE. VIVONS L'AUVERGNE SOLIDAIRE,11505,ECO,YVES,GUEYDON,LES VERTS AUVERGNE ECOLOGIE,2250,ECO,HUBERT,CONSTANCIAS,VIVRE L'AUVERGNE AVEC LES ECOLOGISTES LISTE MEI,880,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,15373,DVD,HUGUES,AUVRAY,LISTE POUR L'AUVERGNE,1349,FN,LOUIS,DE CONDE,FRONT NATIONAL EN AUVERGNE-BOURBONNAIS-VELAY AVEC LE PEN CONDUITE PAR LOUIS DE CONDE,2987,MNR,CLAUDE,JAFFRES,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICE. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN AUVERGNE. LISTE CONDUITE PAR C JAFFRES. SOUTENUE PAR B MEGRET ET LE MNR,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANTAL,2,63.92,LO-LCR,MARIE,SAVRE,LISTE LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT.,1256,COM,ANDRE,CHASSAIGNE,AUVERGNE. ET MAINTENANT UN SOUFFLE NOUVEAU ! LISTE DE RASSEMBLEMENT CONDUITE PAR ANDRE CHASSAIGNE. DEPUTE COMMUNISTE,1126,SOC-COM-ECO,P.JOEL,BONTE,AVEC PIERRE-JOËL BONTE. VIVONS L'AUVERGNE SOLIDAIRE,7761,ECO,YVES,GUEYDON,LES VERTS AUVERGNE ECOLOGIE,1386,ECO,HUBERT,CONSTANCIAS,VIVRE L'AUVERGNE AVEC LES ECOLOGISTES LISTE MEI,625,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,19740,DVD,HUGUES,AUVRAY,LISTE POUR L'AUVERGNE,1114,FN,LOUIS,DE CONDE,FRONT NATIONAL EN AUVERGNE-BOURBONNAIS-VELAY AVEC LE PEN CONDUITE PAR LOUIS DE CONDE,2522,MNR,CLAUDE,JAFFRES,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICE. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN AUVERGNE. LISTE CONDUITE PAR C JAFFRES. SOUTENUE PAR B MEGRET ET LE MNR,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE,1,62.54,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,1846,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,17551,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,11079,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4642,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE,2,62.04,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,1647,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,15449,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,11323,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4581,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE,3,67.51,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2270,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,20248,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,13056,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5400,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE,4,62.94,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2017,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,19341,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,10009,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4640,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE-MARITIME,1,62.31,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2314,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,27273,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,17120,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4781,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE-MARITIME,2,62.76,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2547,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,23317,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,15713,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5509,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE-MARITIME,3,64.29,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2354,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,20836,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,14234,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5333,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE-MARITIME,4,63.18,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2105,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,17981,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,17567,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,7023,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARENTE-MARITIME,5,61.17,LO-LCR,CLAUDE,QUEMAR,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE,2308,SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,19652,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,18997,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,7980,CPNT,GERARD,FONTENAY,SAUVONS LA RURALITE-CPNT,4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHER,1,61.02,LO-LCR,J.JACQUES,PRODHOMME,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR JEAN-JACQUES PRODHOMME,2254,SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,16349,UDF,JACQUELINE,GOURAULT,DU TEMPERAMENT POUR NOTRE REGION-UDF,3959,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,11903,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6621,CPNT,FRANCOIS,CARE,CHASSE-PECHE-NATURE-TRADITIONS,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHER,2,59.48,LO-LCR,J.JACQUES,PRODHOMME,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR JEAN-JACQUES PRODHOMME,2439,SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,17273,UDF,JACQUELINE,GOURAULT,DU TEMPERAMENT POUR NOTRE REGION-UDF,3062,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,8427,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6001,CPNT,FRANCOIS,CARE,CHASSE-PECHE-NATURE-TRADITIONS,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHER,3,63.29,LO-LCR,J.JACQUES,PRODHOMME,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR JEAN-JACQUES PRODHOMME,2792,SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,19741,UDF,JACQUELINE,GOURAULT,DU TEMPERAMENT POUR NOTRE REGION-UDF,4129,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,15164,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,7819,CPNT,FRANCOIS,CARE,CHASSE-PECHE-NATURE-TRADITIONS,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORREZE,1,70.83,LO-LCR,STEPHANE,LAJAUMONT,LISTE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE,2511,SOC-COM-autreG,J.PAUL,DENANOT,LIMOUSIN. TERRE VIVANTE,17879,ECO,J.BERNARD,DAMIENS,LES VERTS. CITOYENS SOLIDAIRES,2157,UDF,J.CLAUDE,DESCHAMPS,OSEZ POUR LES LIMOUSINS,3331,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,11428,FN,PATRICIA,GIBEAU,FRONT NATIONAL,3039,CPNT,JEAN-LOUIS,HIRONDE,C.P.N.T. CHASSE-PECHE-NATURE-TRADITIONS,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORREZE,2,64.15,LO-LCR,STEPHANE,LAJAUMONT,LISTE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE,2203,SOC-COM-autreG,J.PAUL,DENANOT,LIMOUSIN. TERRE VIVANTE,14045,ECO,J.BERNARD,DAMIENS,LES VERTS. CITOYENS SOLIDAIRES,2570,UDF,J.CLAUDE,DESCHAMPS,OSEZ POUR LES LIMOUSINS,4453,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,10794,FN,PATRICIA,GIBEAU,FRONT NATIONAL,4190,CPNT,JEAN-LOUIS,HIRONDE,C.P.N.T. CHASSE-PECHE-NATURE-TRADITIONS,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORREZE,3,72.47,LO-LCR,STEPHANE,LAJAUMONT,LISTE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE,1963,SOC-COM-autreG,J.PAUL,DENANOT,LIMOUSIN. TERRE VIVANTE,12014,ECO,J.BERNARD,DAMIENS,LES VERTS. CITOYENS SOLIDAIRES,1671,UDF,J.CLAUDE,DESCHAMPS,OSEZ POUR LES LIMOUSINS,2609,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,11642,FN,PATRICIA,GIBEAU,FRONT NATIONAL,2618,CPNT,JEAN-LOUIS,HIRONDE,C.P.N.T. CHASSE-PECHE-NATURE-TRADITIONS,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
