departement,Circonscription,Taux de participation,Nuance 1,Prénom 1,nom 1,Liste 1,votes 1,Nuance 2,Prénom 2,nom 2,Liste 2,votes 2,Nuance 3,Prénom 3,nom 3,Liste 3,votes 3,Nuance 4,Prénom 4,nom 4,Liste 4,votes 4,Nuance 5,Prénom 5,nom 5,Liste 5,votes 5,Nuance 6,Prénom 6,nom 6,Liste 6,votes 6,Nuance 7,Prénom 7,nom 7,Liste 7,votes 7,Nuance 8,Prénom 8,nom 8,Liste 8,votes 8,Nuance 9,Prénom 9,nom 9,Liste 9,votes 9,Nuance 10,Prénom 10,nom 10,Liste 10,votes 10,Nuance 11,Prénom 11,nom 11,Liste 11,votes 11,Nuance 12,Prénom 12,nom 12,Liste 12,votes 12,Nuance 13,Prénom 13,nom 13,Liste 13,votes 13,Nuance 14,Prénom 14,nom 14,Liste 14,votes 14,Nuance 15,Prénom 15,nom 15,Liste 15,votes 15,Nuance 16,Prénom 16,nom 16,Liste 16,votes 16,Nuance 17,Prénom 17,nom 17,Liste 17,votes 17,Nuance 18,Prénom 18,nom 18,Liste 18,votes 18,Nuance 19,Prénom 19,nom 19,Liste 19,votes 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-DE-MARNE,10,57.9,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1849,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,6721,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,10374,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,832,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,3141,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,4296,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3523,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-DE-MARNE,11,58.68,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1701,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,5196,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,10559,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,836,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,3752,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,4470,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3464,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-DE-MARNE,12,60.91,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1514,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2756,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,12369,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,879,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,5219,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,7528,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,4140,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,1,62.93,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2233,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2251,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,13135,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,1237,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,5749,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,10525,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,7128,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,2,60.32,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2902,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,3434,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,21456,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,1845,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,8223,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,13025,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,7865,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,3,60.41,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1887,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,3111,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,14046,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,1341,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,6486,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,10714,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6737,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,4,60.28,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1622,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2203,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,12469,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,1091,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,6123,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,10228,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,5589,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,5,57.05,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2196,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,4828,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,9221,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,682,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,3238,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,6086,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,5165,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,6,59.96,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1449,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2131,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,10969,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,999,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,5690,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,10544,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,5548,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,7,58.92,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1755,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2370,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,13110,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,1298,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,5820,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,10729,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6543,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,8,53.19,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1299,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,1948,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,7444,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,476,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,2783,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,4266,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3747,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL-D'OISE,9,56.5,LO-LCR,ARLETTE,LAGUILLER,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1675,COM,M.GEORGE,BUFFET,LE PARTI COMMUNISTE FRANCAIS.L'ASSOCIATION DE LA GAUCHE REPUBLICAINE.LES COLLECTIFS D'ALTERNATIVE CITOYENNE.,2417,SOC-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,9326,ECO,CARINE,PELEGRIN,DE L'OXYGENE POUR L'ILE DE FRANCE,907,UDF,ANDRE,SANTINI,L'ILE DE FRANCE EST DE RETOUR AVEC ANDRE SANTINI,3791,UMP,J.FRANCOIS,COPE,POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS. LISTE SOUTENUE PAR NICOLAS SARKOZY,6408,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6843,EXD,NICOLAS,BAY,LA VRAIE DROITE EN ILE-DE-FRANCE - LISTE CONDUITE PAR NICOLAS BAY LISTE SOUTENUE PAR BRUNO MEGRET ET LE MOUVEMENT NATIONAL REPUBLICAIN (MNR),585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,1,53.12,SOC,VICTORIN,LUREL,LA GUADELOUPE POUR TOUS,10867,DVG,DANIEL,MARSIN,POUR LE RENOUVEAU GUADELOUPEEN,5316,DVG,OCTAVIE,LOSIO,NOFWAP,745,DVG,JEAN-MARIE,NOMERTIN,COMBAT OUVRIER,349,ECO,HARRY,DURIMEL,LES VERT SE NOU TOUT,906,UMP,LUCETTE,MICHAUX-CHEVRY,ACTION GUADELOUPE POUR L'INITIATIVE ET LE RASSEMBLEMENT,11366,DVD,JULIETTE,NUBRET NEE ADONICAM,UNION POUR UNE GUADELOUPE RESPONSABLE,431,DIV,ARY,BROUSSILLON,L'ALTERNATIVE CITOYENNE,836,DIV,GERARD,LAURIETTE,PRIORITE A L'EDUCATION ET A L'ENVIRONNEMENT,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,2,53.16,SOC,VICTORIN,LUREL,LA GUADELOUPE POUR TOUS,20298,DVG,DANIEL,MARSIN,POUR LE RENOUVEAU GUADELOUPEEN,838,DVG,OCTAVIE,LOSIO,NOFWAP,776,DVG,JEAN-MARIE,NOMERTIN,COMBAT OUVRIER,387,ECO,HARRY,DURIMEL,LES VERT SE NOU TOUT,1352,UMP,LUCETTE,MICHAUX-CHEVRY,ACTION GUADELOUPE POUR L'INITIATIVE ET LE RASSEMBLEMENT,15375,DVD,JULIETTE,NUBRET NEE ADONICAM,UNION POUR UNE GUADELOUPE RESPONSABLE,484,DIV,ARY,BROUSSILLON,L'ALTERNATIVE CITOYENNE,2083,DIV,GERARD,LAURIETTE,PRIORITE A L'EDUCATION ET A L'ENVIRONNEMENT,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,3,58.29,SOC,VICTORIN,LUREL,LA GUADELOUPE POUR TOUS,19512,DVG,DANIEL,MARSIN,POUR LE RENOUVEAU GUADELOUPEEN,1843,DVG,OCTAVIE,LOSIO,NOFWAP,692,DVG,JEAN-MARIE,NOMERTIN,COMBAT OUVRIER,803,ECO,HARRY,DURIMEL,LES VERT SE NOU TOUT,1086,UMP,LUCETTE,MICHAUX-CHEVRY,ACTION GUADELOUPE POUR L'INITIATIVE ET LE RASSEMBLEMENT,13464,DVD,JULIETTE,NUBRET NEE ADONICAM,UNION POUR UNE GUADELOUPE RESPONSABLE,1234,DIV,ARY,BROUSSILLON,L'ALTERNATIVE CITOYENNE,2435,DIV,GERARD,LAURIETTE,PRIORITE A L'EDUCATION ET A L'ENVIRONNEMENT,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,4,53.52,SOC,VICTORIN,LUREL,LA GUADELOUPE POUR TOUS,15287,DVG,DANIEL,MARSIN,POUR LE RENOUVEAU GUADELOUPEEN,172,DVG,OCTAVIE,LOSIO,NOFWAP,872,DVG,JEAN-MARIE,NOMERTIN,COMBAT OUVRIER,219,ECO,HARRY,DURIMEL,LES VERT SE NOU TOUT,963,UMP,LUCETTE,MICHAUX-CHEVRY,ACTION GUADELOUPE POUR L'INITIATIVE ET LE RASSEMBLEMENT,15820,DVD,JULIETTE,NUBRET NEE ADONICAM,UNION POUR UNE GUADELOUPE RESPONSABLE,153,DIV,ARY,BROUSSILLON,L'ALTERNATIVE CITOYENNE,521,DIV,GERARD,LAURIETTE,PRIORITE A L'EDUCATION ET A L'ENVIRONNEMENT,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,1,50.29,LO-LCR,GHISLAINE,JOACHIM-ARNAUD,COMBAT OUVRIER ET DU GROUPE REVOLUTION SOCIALISTE,967,SOC,JEAN,CRUSOL,MARTINIQUE EN MOUVEMENT,1595,DVG,PIERRE JEAN,SAMOT,L'ALLIANCE POUR LE PAYS MARTINIQUE,5914,UDF,MIGUEL,LAVENTURE,FORCES MARTINIQUAISES DE PROGRES,5808,UMP,PIERRE,PETIT,ENERGIES NOUVELLES AVEC OSONS OSER,1621,DVD,MADELEINE,DE GRANDMAISON,CONVERGENCES MARTINIQUAISES,2972,DIV,ALFRED,MARIE-JEANNE,LISTE DES PATRIOTES MARTINIQUAIS,7891,DIV,MAX AUGUSTE,DUFRENOT,UNION POUR UNE VOIE NOUVELLE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,2,45.82,LO-LCR,GHISLAINE,JOACHIM-ARNAUD,COMBAT OUVRIER ET DU GROUPE REVOLUTION SOCIALISTE,883,SOC,JEAN,CRUSOL,MARTINIQUE EN MOUVEMENT,1354,DVG,PIERRE JEAN,SAMOT,L'ALLIANCE POUR LE PAYS MARTINIQUE,1179,UDF,MIGUEL,LAVENTURE,FORCES MARTINIQUAISES DE PROGRES,3677,UMP,PIERRE,PETIT,ENERGIES NOUVELLES AVEC OSONS OSER,3832,DVD,MADELEINE,DE GRANDMAISON,CONVERGENCES MARTINIQUAISES,6783,DIV,ALFRED,MARIE-JEANNE,LISTE DES PATRIOTES MARTINIQUAIS,8009,DIV,MAX AUGUSTE,DUFRENOT,UNION POUR UNE VOIE NOUVELLE,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,3,45.64,LO-LCR,GHISLAINE,JOACHIM-ARNAUD,COMBAT OUVRIER ET DU GROUPE REVOLUTION SOCIALISTE,850,SOC,JEAN,CRUSOL,MARTINIQUE EN MOUVEMENT,1017,DVG,PIERRE JEAN,SAMOT,L'ALLIANCE POUR LE PAYS MARTINIQUE,5225,UDF,MIGUEL,LAVENTURE,FORCES MARTINIQUAISES DE PROGRES,1838,UMP,PIERRE,PETIT,ENERGIES NOUVELLES AVEC OSONS OSER,995,DVD,MADELEINE,DE GRANDMAISON,CONVERGENCES MARTINIQUAISES,6814,DIV,ALFRED,MARIE-JEANNE,LISTE DES PATRIOTES MARTINIQUAIS,8155,DIV,MAX AUGUSTE,DUFRENOT,UNION POUR UNE VOIE NOUVELLE,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
