departement,Circonscription,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,bloc
MORBIHAN,4,DIV,CHRISTIAN,GUYONVARC'H,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1372,Autre
MORBIHAN,5,DIV,CHRISTIAN,GUYONVARC'H,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1817,Autre
MORBIHAN,6,DIV,CHRISTIAN,GUYONVARC'H,REUSSIR ENSEMBLE LA BRETAGNE - UDB,2195,Autre
LOIRE-ATLANTIQUE,1,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1082,Autre
LOIRE-ATLANTIQUE,2,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,846,Autre
LOIRE-ATLANTIQUE,3,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1281,Autre
LOIRE-ATLANTIQUE,4,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,797,Autre
LOIRE-ATLANTIQUE,5,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1237,Autre
LOIRE-ATLANTIQUE,6,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,797,Autre
LOIRE-ATLANTIQUE,7,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1473,Autre
LOIRE-ATLANTIQUE,8,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1073,Autre
LOIRE-ATLANTIQUE,9,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,854,Autre
LOIRE-ATLANTIQUE,10,DIV,PATRICK,PELLEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,943,Autre
ILLE-ET-VILAINE,1,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,739,Autre
ILLE-ET-VILAINE,2,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1073,Autre
ILLE-ET-VILAINE,3,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,989,Autre
ILLE-ET-VILAINE,4,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1320,Autre
ILLE-ET-VILAINE,5,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1187,Autre
ILLE-ET-VILAINE,6,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,856,Autre
ILLE-ET-VILAINE,7,DIV,HENRI,GOURMELEN,REUSSIR ENSEMBLE LA BRETAGNE - UDB,1643,Autre
FINISTERE,1,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1160,Autre
FINISTERE,2,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,947,Autre
FINISTERE,3,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1172,Autre
FINISTERE,4,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1056,Autre
FINISTERE,5,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1012,Autre
FINISTERE,6,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1992,Autre
FINISTERE,7,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1306,Autre
FINISTERE,8,DIV,ROGER,LE PROHON,REUSSIR ENSEMBLE LA BRETAGNE- UDB,1334,Autre
PYRENEES-ORIENTALES,1,DIV,CLAUDE,ORTAL,ROUSSILLON PASSION,450,Autre
PYRENEES-ORIENTALES,2,DIV,CLAUDE,ORTAL,ROUSSILLON PASSION,831,Autre
PYRENEES-ORIENTALES,3,DIV,CLAUDE,ORTAL,ROUSSILLON PASSION,439,Autre
PYRENEES-ORIENTALES,4,DIV,CLAUDE,ORTAL,ROUSSILLON PASSION,725,Autre
COTES-D'ARMOR,1,DIV,ROBERT,PEDRON,SOLIDARITE ECOLOGIE - UDB,2082,Autre
COTES-D'ARMOR,2,DIV,ROBERT,PEDRON,SOLIDARITE ECOLOGIE - UDB,1557,Autre
COTES-D'ARMOR,3,DIV,ROBERT,PEDRON,SOLIDARITE ECOLOGIE - UDB,1745,Autre
COTES-D'ARMOR,4,DIV,ROBERT,PEDRON,SOLIDARITE ECOLOGIE - UDB,2269,Autre
COTES-D'ARMOR,5,DIV,ROBERT,PEDRON,SOLIDARITE ECOLOGIE - UDB,2676,Autre
GIRONDE,1,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,350,Autre
GIRONDE,2,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,193,Autre
GIRONDE,3,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,219,Autre
GIRONDE,4,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,342,Autre
GIRONDE,5,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,361,Autre
GIRONDE,6,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,357,Autre
GIRONDE,7,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,378,Autre
GIRONDE,8,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,427,Autre
GIRONDE,9,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,464,Autre
GIRONDE,10,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,466,Autre
GIRONDE,11,DIV,DANIEL,LE MESTRE,UNION CITOYENNE DES CONTRIBUABLES ET DES CONSOMMATEURS,360,Autre
BAS-RHIN,1,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,173,Autre
BAS-RHIN,2,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,212,Autre
BAS-RHIN,3,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,326,Autre
BAS-RHIN,4,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,541,Autre
BAS-RHIN,5,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,680,Autre
BAS-RHIN,6,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,493,Autre
BAS-RHIN,7,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,512,Autre
BAS-RHIN,8,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,1108,Autre
BAS-RHIN,9,DIV,ANDRE,OHRESSER,UNION POUR L'ALSACE,1183,Autre
PYRENEES-ATLANTIQUES,1,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,167,Autre
PYRENEES-ATLANTIQUES,2,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,142,Autre
PYRENEES-ATLANTIQUES,3,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,310,Autre
PYRENEES-ATLANTIQUES,4,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,1137,Autre
PYRENEES-ATLANTIQUES,5,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,936,Autre
PYRENEES-ATLANTIQUES,6,DIV,JEAN-PIERRE,ETCHEVERRY,UNION POUR LE PAYS BASQUE,1952,Autre
INDRE-ET-LOIRE,1,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,910,Autre
INDRE-ET-LOIRE,2,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1253,Autre
INDRE-ET-LOIRE,3,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1121,Autre
INDRE-ET-LOIRE,4,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1186,Autre
INDRE-ET-LOIRE,5,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,952,Autre
PARIS,1,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,269,Autre
PARIS,2,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,319,Autre
PARIS,3,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,229,Autre
PARIS,4,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,242,Autre
PARIS,5,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,198,Autre
PARIS,6,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,246,Autre
PARIS,7,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,219,Autre
PARIS,8,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,261,Autre
PARIS,9,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,227,Autre
PARIS,10,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,305,Autre
PARIS,11,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,249,Autre
PARIS,12,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,231,Autre
PARIS,13,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,253,Autre
PARIS,14,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,153,Autre
PARIS,15,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,129,Autre
PARIS,16,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,201,Autre
PARIS,17,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,203,Autre
PARIS,18,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,229,Autre
PARIS,19,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,173,Autre
PARIS,20,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,225,Autre
PARIS,21,DIV,ZAIR,KEDADOUCHE,VIVRE EN ILE-DE-FRANCE. CITOYENS POUR PARIS,237,Autre
RHONE,1,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,2,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,93,Autre
RHONE,3,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,1,Autre
RHONE,4,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,5,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,6,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,7,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,8,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,9,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,10,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,1,Autre
RHONE,11,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,9,Autre
RHONE,12,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,3,Autre
RHONE,13,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
RHONE,14,DIV,BRUNO,GRANGER,VOTER BLANC C'EST PAS NUL,0,Autre
ORNE,1,DVD,MARIE-FRANCE,LE BOZEC,AGIR POUR L'ORNE AUTREMENT,1793,Droite
ORNE,2,DVD,MARIE-FRANCE,LE BOZEC,AGIR POUR L'ORNE AUTREMENT,2043,Droite
ORNE,3,DVD,MARIE-FRANCE,LE BOZEC,AGIR POUR L'ORNE AUTREMENT,2544,Droite
VENDEE,1,DVD,BERNARD,SUAUD,AGIR POUR LA VENDEE - UDF DISSIDENT,4147,Droite
VENDEE,2,DVD,BERNARD,SUAUD,AGIR POUR LA VENDEE - UDF DISSIDENT,4184,Droite
VENDEE,3,DVD,BERNARD,SUAUD,AGIR POUR LA VENDEE - UDF DISSIDENT,3061,Droite
VENDEE,4,DVD,BERNARD,SUAUD,AGIR POUR LA VENDEE - UDF DISSIDENT,2800,Droite
VENDEE,5,DVD,BERNARD,SUAUD,AGIR POUR LA VENDEE - UDF DISSIDENT,4130,Droite
MARTINIQUE,1,DVD,RAYMOND,MONDESIR,AGIR POUR TOUS,604,Droite
MARTINIQUE,2,DVD,RAYMOND,MONDESIR,AGIR POUR TOUS,210,Droite
MARTINIQUE,3,DVD,RAYMOND,MONDESIR,AGIR POUR TOUS,278,Droite
MARTINIQUE,4,DVD,RAYMOND,MONDESIR,AGIR POUR TOUS,403,Droite
ALLIER,1,DVD,CLAUDE,BONNET,ALLIER 2000 - UDF DISSIDENT,932,Droite
ALLIER,2,DVD,CLAUDE,BONNET,ALLIER 2000 - UDF DISSIDENT,1475,Droite
ALLIER,3,DVD,CLAUDE,BONNET,ALLIER 2000 - UDF DISSIDENT,1662,Droite
ALLIER,4,DVD,CLAUDE,BONNET,ALLIER 2000 - UDF DISSIDENT,1512,Droite
INDRE,1,DVD,PATRICK,SERPEAU,AU TRAVAIL POUR L'INDRE,3158,Droite
INDRE,2,DVD,PATRICK,SERPEAU,AU TRAVAIL POUR L'INDRE,3876,Droite
INDRE,3,DVD,PATRICK,SERPEAU,AU TRAVAIL POUR L'INDRE,5301,Droite
MARNE,1,DVD,ANNETTE,LAURENT,CAP 2000,2122,Droite
MARNE,2,DVD,ANNETTE,LAURENT,CAP 2000,1563,Droite
MARNE,3,DVD,ANNETTE,LAURENT,CAP 2000,1659,Droite
MARNE,4,DVD,ANNETTE,LAURENT,CAP 2000,1966,Droite
MARNE,5,DVD,ANNETTE,LAURENT,CAP 2000,1588,Droite
MARNE,6,DVD,ANNETTE,LAURENT,CAP 2000,1525,Droite
AIN,1,DVD,LUC,BILLARD,CENTRE NATIONAL DES INDEPENDANTS,1035,Droite
AIN,2,DVD,LUC,BILLARD,CENTRE NATIONAL DES INDEPENDANTS,721,Droite
AIN,3,DVD,LUC,BILLARD,CENTRE NATIONAL DES INDEPENDANTS,832,Droite
AIN,4,DVD,LUC,BILLARD,CENTRE NATIONAL DES INDEPENDANTS,1259,Droite
HAUTS-DE-SEINE,1,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,2,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,3,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,4,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,5,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,6,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,7,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,8,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,9,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,10,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,11,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,12,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
HAUTS-DE-SEINE,13,DVD,CLAUDE,REICHMANN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,1,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,2,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,3,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,4,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,5,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,6,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,7,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,8,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,9,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,10,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,11,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,12,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-SAINT-DENIS,13,DVD,PHILIPPE,PATY,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
COTE-D'OR,1,DVD,JEAN,PERRIN,CENTRE NATIONAL DES INDEPENDANTS,638,Droite
COTE-D'OR,2,DVD,JEAN,PERRIN,CENTRE NATIONAL DES INDEPENDANTS,706,Droite
COTE-D'OR,3,DVD,JEAN,PERRIN,CENTRE NATIONAL DES INDEPENDANTS,976,Droite
COTE-D'OR,4,DVD,JEAN,PERRIN,CENTRE NATIONAL DES INDEPENDANTS,1078,Droite
COTE-D'OR,5,DVD,JEAN,PERRIN,CENTRE NATIONAL DES INDEPENDANTS,889,Droite
MOSELLE,1,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,5319,Droite
MOSELLE,2,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,2354,Droite
MOSELLE,3,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1878,Droite
MOSELLE,4,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1787,Droite
MOSELLE,5,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1817,Droite
MOSELLE,6,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1722,Droite
MOSELLE,7,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,2058,Droite
MOSELLE,8,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,9766,Droite
MOSELLE,9,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,4288,Droite
MOSELLE,10,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,4144,Droite
SEINE-ET-MARNE,1,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,2,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,3,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,4,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,5,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,6,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,7,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,8,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
SEINE-ET-MARNE,9,DVD,ANTOINE,AUDREN DE KERDREL,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,1,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,2,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,3,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,4,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,5,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,6,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,7,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,8,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,9,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,10,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,11,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
YVELINES,12,DVD,MARIE-ARMELLE,MONOD-BROCA,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,1,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,2,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,3,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,4,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,5,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,6,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,7,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,8,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,9,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
ESSONNE,10,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,1,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,2,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,3,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,4,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,5,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,6,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,7,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,8,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,9,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,10,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,11,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-DE-MARNE,12,DVD,YVES-MARIE,LAULAN,CENTRE NATIONAL DES INDEPENDANTS,0,Droite
VAL-D'OISE,1,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,832,Droite
VAL-D'OISE,2,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,901,Droite
VAL-D'OISE,3,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,673,Droite
VAL-D'OISE,4,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,854,Droite
VAL-D'OISE,5,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,289,Droite
VAL-D'OISE,6,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,698,Droite
VAL-D'OISE,7,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,771,Droite
VAL-D'OISE,8,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,209,Droite
VAL-D'OISE,9,DVD,ALBERT,MAGARIAN,CENTRE NATIONAL DES INDEPENDANTS,429,Droite
GIRONDE,1,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,364,Droite
GIRONDE,2,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,242,Droite
GIRONDE,3,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,176,Droite
GIRONDE,4,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,285,Droite
GIRONDE,5,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,284,Droite
GIRONDE,6,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,409,Droite
GIRONDE,7,DVD,JEAN-GEORGES,MEYNIAC,CENTRE NATIONAL DES INDEPENDANTS,299,Droite
