departement,Circonscription,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,bloc
VAL-D'OISE,1,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,1050,Gauche radicale et extreme gauche
VAL-D'OISE,2,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,878,Gauche radicale et extreme gauche
VAL-D'OISE,3,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,1540,Gauche radicale et extreme gauche
VAL-D'OISE,4,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,758,Gauche radicale et extreme gauche
VAL-D'OISE,5,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,2233,Gauche radicale et extreme gauche
VAL-D'OISE,6,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,710,Gauche radicale et extreme gauche
VAL-D'OISE,7,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,843,Gauche radicale et extreme gauche
VAL-D'OISE,8,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,535,Gauche radicale et extreme gauche
VAL-D'OISE,9,COM,JEAN-PIERRE,REVARDEL,COMMUNISTE DISSIDENT,1090,Gauche radicale et extreme gauche
GARD,1,COM,ALAIN,CLARY,PARTI COMMUNISTE,7144,Gauche radicale et extreme gauche
GARD,2,COM,ALAIN,CLARY,PARTI COMMUNISTE,7405,Gauche radicale et extreme gauche
GARD,3,COM,ALAIN,CLARY,PARTI COMMUNISTE,5401,Gauche radicale et extreme gauche
GARD,4,COM,ALAIN,CLARY,PARTI COMMUNISTE,9456,Gauche radicale et extreme gauche
GARD,5,COM,ALAIN,CLARY,PARTI COMMUNISTE,7356,Gauche radicale et extreme gauche
HERAULT,1,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,2535,Gauche radicale et extreme gauche
HERAULT,2,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,2410,Gauche radicale et extreme gauche
HERAULT,3,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,4113,Gauche radicale et extreme gauche
HERAULT,4,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,6676,Gauche radicale et extreme gauche
HERAULT,5,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,5725,Gauche radicale et extreme gauche
HERAULT,6,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,4726,Gauche radicale et extreme gauche
HERAULT,7,COM,JOSIANNE,COLLERAIS,PARTI COMMUNISTE,8816,Gauche radicale et extreme gauche
LANDES,1,COM,MICHEL,LARRAT,PARTI COMMUNISTE,3357,Gauche radicale et extreme gauche
LANDES,2,COM,MICHEL,LARRAT,PARTI COMMUNISTE,5381,Gauche radicale et extreme gauche
LANDES,3,COM,MICHEL,LARRAT,PARTI COMMUNISTE,5235,Gauche radicale et extreme gauche
PAS-DE-CALAIS,1,COM,REMY,AUCHEDE,PARTI COMMUNISTE,2338,Gauche radicale et extreme gauche
PAS-DE-CALAIS,2,COM,REMY,AUCHEDE,PARTI COMMUNISTE,5630,Gauche radicale et extreme gauche
PAS-DE-CALAIS,3,COM,REMY,AUCHEDE,PARTI COMMUNISTE,1870,Gauche radicale et extreme gauche
PAS-DE-CALAIS,4,COM,REMY,AUCHEDE,PARTI COMMUNISTE,2042,Gauche radicale et extreme gauche
PAS-DE-CALAIS,5,COM,REMY,AUCHEDE,PARTI COMMUNISTE,3697,Gauche radicale et extreme gauche
PAS-DE-CALAIS,6,COM,REMY,AUCHEDE,PARTI COMMUNISTE,3217,Gauche radicale et extreme gauche
PAS-DE-CALAIS,7,COM,REMY,AUCHEDE,PARTI COMMUNISTE,5126,Gauche radicale et extreme gauche
PAS-DE-CALAIS,8,COM,REMY,AUCHEDE,PARTI COMMUNISTE,1209,Gauche radicale et extreme gauche
PAS-DE-CALAIS,9,COM,REMY,AUCHEDE,PARTI COMMUNISTE,4597,Gauche radicale et extreme gauche
PAS-DE-CALAIS,10,COM,REMY,AUCHEDE,PARTI COMMUNISTE,7529,Gauche radicale et extreme gauche
PAS-DE-CALAIS,11,COM,REMY,AUCHEDE,PARTI COMMUNISTE,10411,Gauche radicale et extreme gauche
PAS-DE-CALAIS,12,COM,REMY,AUCHEDE,PARTI COMMUNISTE,8274,Gauche radicale et extreme gauche
PAS-DE-CALAIS,13,COM,REMY,AUCHEDE,PARTI COMMUNISTE,6550,Gauche radicale et extreme gauche
PAS-DE-CALAIS,14,COM,REMY,AUCHEDE,PARTI COMMUNISTE,7511,Gauche radicale et extreme gauche
GIRONDE,1,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2056,Gauche radicale et extreme gauche
GIRONDE,2,COM,PIERRE,AUGEY,PARTI COMMUNISTE,1232,Gauche radicale et extreme gauche
GIRONDE,3,COM,PIERRE,AUGEY,PARTI COMMUNISTE,3730,Gauche radicale et extreme gauche
GIRONDE,4,COM,PIERRE,AUGEY,PARTI COMMUNISTE,3586,Gauche radicale et extreme gauche
GIRONDE,5,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2699,Gauche radicale et extreme gauche
GIRONDE,6,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2215,Gauche radicale et extreme gauche
GIRONDE,7,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2859,Gauche radicale et extreme gauche
GIRONDE,8,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2996,Gauche radicale et extreme gauche
GIRONDE,9,COM,PIERRE,AUGEY,PARTI COMMUNISTE,7408,Gauche radicale et extreme gauche
GIRONDE,10,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2124,Gauche radicale et extreme gauche
GIRONDE,11,COM,PIERRE,AUGEY,PARTI COMMUNISTE,2335,Gauche radicale et extreme gauche
GUADELOUPE,1,COM,MONA,CADOCE,POUR UNE AUTRE GUADELOUPE,892,Gauche radicale et extreme gauche
GUADELOUPE,2,COM,MONA,CADOCE,POUR UNE AUTRE GUADELOUPE,4655,Gauche radicale et extreme gauche
GUADELOUPE,3,COM,MONA,CADOCE,POUR UNE AUTRE GUADELOUPE,969,Gauche radicale et extreme gauche
GUADELOUPE,4,COM,MONA,CADOCE,POUR UNE AUTRE GUADELOUPE,426,Gauche radicale et extreme gauche
MARTINIQUE,1,COM,EMILE,CAPGRAS,SAMBLE POU MATNIK,354,Gauche radicale et extreme gauche
MARTINIQUE,2,COM,EMILE,CAPGRAS,SAMBLE POU MATNIK,382,Gauche radicale et extreme gauche
MARTINIQUE,3,COM,EMILE,CAPGRAS,SAMBLE POU MATNIK,702,Gauche radicale et extreme gauche
MARTINIQUE,4,COM,EMILE,CAPGRAS,SAMBLE POU MATNIK,2666,Gauche radicale et extreme gauche
ORNE,1,COM,RAYMONDE,RENARD,TETE DE LISTE COM  UNION COM-MDC,1374,Gauche radicale et extreme gauche
ORNE,2,COM,RAYMONDE,RENARD,TETE DE LISTE COM  UNION COM-MDC,1264,Gauche radicale et extreme gauche
ORNE,3,COM,RAYMONDE,RENARD,TETE DE LISTE COM  UNION COM-MDC,1685,Gauche radicale et extreme gauche
ALLIER,1,COM-SOC,PIERRE,GOLDBERG,TETE DE LISTE COM  UNION COM-SOC,13792,Gauche radicale et extreme gauche
ALLIER,2,COM-SOC,PIERRE,GOLDBERG,TETE DE LISTE COM  UNION COM-SOC,20313,Gauche radicale et extreme gauche
ALLIER,3,COM-SOC,PIERRE,GOLDBERG,TETE DE LISTE COM  UNION COM-SOC,19034,Gauche radicale et extreme gauche
ALLIER,4,COM-SOC,PIERRE,GOLDBERG,TETE DE LISTE COM  UNION COM-SOC,11809,Gauche radicale et extreme gauche
VAL-DE-MARNE,1,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,9035,Gauche radicale et extreme gauche
VAL-DE-MARNE,2,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,15105,Gauche radicale et extreme gauche
VAL-DE-MARNE,3,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,13473,Gauche radicale et extreme gauche
VAL-DE-MARNE,4,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,11437,Gauche radicale et extreme gauche
VAL-DE-MARNE,5,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,10651,Gauche radicale et extreme gauche
VAL-DE-MARNE,6,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,12883,Gauche radicale et extreme gauche
VAL-DE-MARNE,7,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,9021,Gauche radicale et extreme gauche
VAL-DE-MARNE,8,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,8717,Gauche radicale et extreme gauche
VAL-DE-MARNE,9,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,11619,Gauche radicale et extreme gauche
VAL-DE-MARNE,10,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,14529,Gauche radicale et extreme gauche
VAL-DE-MARNE,11,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,13386,Gauche radicale et extreme gauche
VAL-DE-MARNE,12,COM-SOC,MICHEL,GERMA,TETE DE LISTE COM  UNION COM-SOC,12446,Gauche radicale et extreme gauche
LA REUNION,1,COM-SOC-autreG,PAUL,VERGES,TETE DE LISTE COM  UNION COM-SOC-AUTRE GAUCHE,6265,Gauche radicale et extreme gauche
LA REUNION,2,COM-SOC-autreG,PAUL,VERGES,TETE DE LISTE COM  UNION COM-SOC-AUTRE GAUCHE,18400,Gauche radicale et extreme gauche
LA REUNION,3,COM-SOC-autreG,PAUL,VERGES,TETE DE LISTE COM  UNION COM-SOC-AUTRE GAUCHE,17569,Gauche radicale et extreme gauche
LA REUNION,4,COM-SOC-autreG,PAUL,VERGES,TETE DE LISTE COM  UNION COM-SOC-AUTRE GAUCHE,14927,Gauche radicale et extreme gauche
LA REUNION,5,COM-SOC-autreG,PAUL,VERGES,TETE DE LISTE COM  UNION COM-SOC-AUTRE GAUCHE,14078,Gauche radicale et extreme gauche
AISNE,1,COM-SOC-autreG,GERARD,LALOT,TETE DE LISTE COM  UNION COM-SOC-MDC,13295,Gauche radicale et extreme gauche
AISNE,2,COM-SOC-autreG,GERARD,LALOT,TETE DE LISTE COM  UNION COM-SOC-MDC,14327,Gauche radicale et extreme gauche
AISNE,3,COM-SOC-autreG,GERARD,LALOT,TETE DE LISTE COM  UNION COM-SOC-MDC,15188,Gauche radicale et extreme gauche
AISNE,4,COM-SOC-autreG,GERARD,LALOT,TETE DE LISTE COM  UNION COM-SOC-MDC,15770,Gauche radicale et extreme gauche
AISNE,5,COM-SOC-autreG,GERARD,LALOT,TETE DE LISTE COM  UNION COM-SOC-MDC,12337,Gauche radicale et extreme gauche
CANTAL,1,COM-SOC-ECO,YVON,BEC,TETE DE LISTE COM  UNION COM-MDC-ECO,5462,Gauche radicale et extreme gauche
CANTAL,2,COM-SOC-ECO,YVON,BEC,TETE DE LISTE COM  UNION COM-MDC-ECO,3452,Gauche radicale et extreme gauche
LOZERE,1,COM-SOC-ECO,GUY,GALVIER,TETE DE LISTE COM  UNION COM-MDC-ECO,1861,Gauche radicale et extreme gauche
LOZERE,2,COM-SOC-ECO,GUY,GALVIER,TETE DE LISTE COM  UNION COM-MDC-ECO,1334,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,1,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,3653,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,2,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,3870,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,3,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,4442,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,4,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,5032,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,5,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,5724,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,6,COM-SOC-ECO,SYLVANO,MARIAN,TETE DE LISTE COM  UNION COM-MDC-ECO,4304,Gauche radicale et extreme gauche
ARDECHE,1,COM-SOC-ECO,SERGE,PLANA,TETE DE LISTE COM  UNION COM-SOC-ECO,13848,Gauche radicale et extreme gauche
ARDECHE,2,COM-SOC-ECO,SERGE,PLANA,TETE DE LISTE COM  UNION COM-SOC-ECO,14823,Gauche radicale et extreme gauche
ARDECHE,3,COM-SOC-ECO,SERGE,PLANA,TETE DE LISTE COM  UNION COM-SOC-ECO,12508,Gauche radicale et extreme gauche
CHER,1,COM-SOC-ECO,JEAN-CLAUDE,SANDRIER,TETE DE LISTE COM  UNION COM-SOC-ECO,15754,Gauche radicale et extreme gauche
CHER,2,COM-SOC-ECO,JEAN-CLAUDE,SANDRIER,TETE DE LISTE COM  UNION COM-SOC-ECO,17355,Gauche radicale et extreme gauche
CHER,3,COM-SOC-ECO,JEAN-CLAUDE,SANDRIER,TETE DE LISTE COM  UNION COM-SOC-ECO,20371,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,1,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,9253,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,2,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,10170,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,3,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,8618,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,4,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,9793,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,5,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,11198,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,6,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,12208,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,7,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,9801,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,8,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,9180,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,9,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,11326,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,10,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,8053,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,11,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,10130,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,12,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,9546,Gauche radicale et extreme gauche
SEINE-SAINT-DENIS,13,COM-SOC-ECO,MARIE-GEORGE,BUFFET,TETE DE LISTE COM  UNION COM-SOC-ECO,10775,Gauche radicale et extreme gauche
PYRENEES-ATLANTIQUES,1,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,186,Autre
PYRENEES-ATLANTIQUES,2,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,162,Autre
PYRENEES-ATLANTIQUES,3,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,296,Autre
PYRENEES-ATLANTIQUES,4,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,3302,Autre
PYRENEES-ATLANTIQUES,5,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,2164,Autre
PYRENEES-ATLANTIQUES,6,DIV,JAKES,ABEBERRY,ABERTZALEEN-BATASUNA,3499,Autre
GIRONDE,1,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,753,Autre
GIRONDE,2,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,449,Autre
GIRONDE,3,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,768,Autre
GIRONDE,4,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1410,Autre
GIRONDE,5,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1306,Autre
GIRONDE,6,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1066,Autre
GIRONDE,7,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1033,Autre
GIRONDE,8,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1306,Autre
GIRONDE,9,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1214,Autre
GIRONDE,10,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1178,Autre
GIRONDE,11,DIV,JOSEPH,MICHEL,ACTION CONTRE LE CHOMAGE,1462,Autre
MEUSE,1,DIV,BERNARD,BRASSEUR,ALTERNATIVE 55,1098,Autre
MEUSE,2,DIV,BERNARD,BRASSEUR,ALTERNATIVE 55,961,Autre
HAUT-RHIN,1,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,263,Autre
HAUT-RHIN,2,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,354,Autre
HAUT-RHIN,3,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,526,Autre
HAUT-RHIN,4,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,321,Autre
HAUT-RHIN,5,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,163,Autre
HAUT-RHIN,6,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,286,Autre
HAUT-RHIN,7,DIV,PAUL,MUMBACH,ALTERNATIVE ASSOCIATIVE,438,Autre
MEURTHE-ET-MOSELLE,1,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,461,Autre
MEURTHE-ET-MOSELLE,2,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,961,Autre
MEURTHE-ET-MOSELLE,3,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,619,Autre
MEURTHE-ET-MOSELLE,4,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,750,Autre
MEURTHE-ET-MOSELLE,5,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,901,Autre
MEURTHE-ET-MOSELLE,6,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,847,Autre
MEURTHE-ET-MOSELLE,7,DIV,DANIELLE,BOHAIN-LOUIS,ALTERNATIVE POUR LE MOUVEMENT DU BENEVOLAT,879,Autre
LOT-ET-GARONNE,1,DIV,PIERRE,BOISSIERE,AQUITAINE PAIS D'OC,650,Autre
LOT-ET-GARONNE,2,DIV,PIERRE,BOISSIERE,AQUITAINE PAIS D'OC,810,Autre
LOT-ET-GARONNE,3,DIV,PIERRE,BOISSIERE,AQUITAINE PAIS D'OC,1623,Autre
ALPES-MARITIMES,1,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,316,Autre
ALPES-MARITIMES,2,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,261,Autre
ALPES-MARITIMES,3,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,257,Autre
ALPES-MARITIMES,4,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,319,Autre
ALPES-MARITIMES,5,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,357,Autre
ALPES-MARITIMES,6,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,404,Autre
ALPES-MARITIMES,7,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,397,Autre
ALPES-MARITIMES,8,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,256,Autre
ALPES-MARITIMES,9,DIV,SAMUEL,ALIE,ASSEZ ! . LISTE DES CHOMEURS,437,Autre
HAUTE-SAVOIE,1,DIV,LAURENT,ROSAIN,AVEC LES JEUNES DU SANG NEUF POUR LA HAUTE-SAVOIE,2090,Autre
HAUTE-SAVOIE,2,DIV,LAURENT,ROSAIN,AVEC LES JEUNES DU SANG NEUF POUR LA HAUTE-SAVOIE,1458,Autre
HAUTE-SAVOIE,3,DIV,LAURENT,ROSAIN,AVEC LES JEUNES DU SANG NEUF POUR LA HAUTE-SAVOIE,1175,Autre
HAUTE-SAVOIE,4,DIV,LAURENT,ROSAIN,AVEC LES JEUNES DU SANG NEUF POUR LA HAUTE-SAVOIE,1562,Autre
HAUTE-SAVOIE,5,DIV,LAURENT,ROSAIN,AVEC LES JEUNES DU SANG NEUF POUR LA HAUTE-SAVOIE,1721,Autre
COTES-D'ARMOR,1,DIV,GERARD,GAUTIER,BLANC C'EST EXPRIME,1670,Autre
COTES-D'ARMOR,2,DIV,GERARD,GAUTIER,BLANC C'EST EXPRIME,1727,Autre
COTES-D'ARMOR,3,DIV,GERARD,GAUTIER,BLANC C'EST EXPRIME,1440,Autre
COTES-D'ARMOR,4,DIV,GERARD,GAUTIER,BLANC C'EST EXPRIME,1097,Autre
COTES-D'ARMOR,5,DIV,GERARD,GAUTIER,BLANC C'EST EXPRIME,1384,Autre
ILLE-ET-VILAINE,1,DIV,GUY,CARO,BRETAGNE ON SEME,351,Autre
ILLE-ET-VILAINE,2,DIV,GUY,CARO,BRETAGNE ON SEME,476,Autre
ILLE-ET-VILAINE,3,DIV,GUY,CARO,BRETAGNE ON SEME,437,Autre
ILLE-ET-VILAINE,4,DIV,GUY,CARO,BRETAGNE ON SEME,619,Autre
ILLE-ET-VILAINE,5,DIV,GUY,CARO,BRETAGNE ON SEME,624,Autre
ILLE-ET-VILAINE,6,DIV,GUY,CARO,BRETAGNE ON SEME,345,Autre
ILLE-ET-VILAINE,7,DIV,GUY,CARO,BRETAGNE ON SEME,574,Autre
CANTAL,1,DIV,JEAN-PIERRE,LALITTE,CHASSE  PECHE  NATURE ET TRADITIONS,2931,Autre
CANTAL,2,DIV,JEAN-PIERRE,LALITTE,CHASSE  PECHE  NATURE ET TRADITIONS,4611,Autre
CHARENTE-MARITIME,1,DIV,GERARD,FONTENAY,CHASSE  PECHE  NATURE ET TRADITIONS,1995,Autre
CHARENTE-MARITIME,2,DIV,GERARD,FONTENAY,CHASSE  PECHE  NATURE ET TRADITIONS,3189,Autre
CHARENTE-MARITIME,3,DIV,GERARD,FONTENAY,CHASSE  PECHE  NATURE ET TRADITIONS,3359,Autre
CHARENTE-MARITIME,4,DIV,GERARD,FONTENAY,CHASSE  PECHE  NATURE ET TRADITIONS,5563,Autre
CHARENTE-MARITIME,5,DIV,GERARD,FONTENAY,CHASSE  PECHE  NATURE ET TRADITIONS,4351,Autre
CORREZE,1,DIV,JEAN-LOUIS,HIRONDE,CHASSE  PECHE  NATURE ET TRADITIONS,3276,Autre
CORREZE,2,DIV,JEAN-LOUIS,HIRONDE,CHASSE  PECHE  NATURE ET TRADITIONS,2558,Autre
CORREZE,3,DIV,JEAN-LOUIS,HIRONDE,CHASSE  PECHE  NATURE ET TRADITIONS,3484,Autre
CREUSE,1,DIV,JEAN-FRANCOIS,RUINAUD,CHASSE  PECHE  NATURE ET TRADITIONS,2095,Autre
CREUSE,2,DIV,JEAN-FRANCOIS,RUINAUD,CHASSE  PECHE  NATURE ET TRADITIONS,3471,Autre
ALLIER,1,DIV,CLAUDE,CHEZEAU,CHASSE  PECHE  NATURE ET TRADITIONS,967,Autre
ALLIER,2,DIV,CLAUDE,CHEZEAU,CHASSE  PECHE  NATURE ET TRADITIONS,843,Autre
ALLIER,3,DIV,CLAUDE,CHEZEAU,CHASSE  PECHE  NATURE ET TRADITIONS,1420,Autre
ALLIER,4,DIV,CLAUDE,CHEZEAU,CHASSE  PECHE  NATURE ET TRADITIONS,1145,Autre
ARDENNES,1,DIV,FRANCIS,DUCZYNSKI,CHASSE  PECHE  NATURE ET TRADITIONS,2519,Autre
ARDENNES,2,DIV,FRANCIS,DUCZYNSKI,CHASSE  PECHE  NATURE ET TRADITIONS,1596,Autre
ARDENNES,3,DIV,FRANCIS,DUCZYNSKI,CHASSE  PECHE  NATURE ET TRADITIONS,2071,Autre
COTES-D'ARMOR,1,DIV,GABRIEL,LOPEZ,CHASSE  PECHE  NATURE ET TRADITIONS,1571,Autre
COTES-D'ARMOR,2,DIV,GABRIEL,LOPEZ,CHASSE  PECHE  NATURE ET TRADITIONS,2951,Autre
COTES-D'ARMOR,3,DIV,GABRIEL,LOPEZ,CHASSE  PECHE  NATURE ET TRADITIONS,3274,Autre
COTES-D'ARMOR,4,DIV,GABRIEL,LOPEZ,CHASSE  PECHE  NATURE ET TRADITIONS,2574,Autre
COTES-D'ARMOR,5,DIV,GABRIEL,LOPEZ,CHASSE  PECHE  NATURE ET TRADITIONS,2524,Autre
DORDOGNE,1,DIV,ANDRE,GOUSTAT,CHASSE  PECHE  NATURE ET TRADITIONS,2585,Autre
DORDOGNE,2,DIV,ANDRE,GOUSTAT,CHASSE  PECHE  NATURE ET TRADITIONS,4393,Autre
DORDOGNE,3,DIV,ANDRE,GOUSTAT,CHASSE  PECHE  NATURE ET TRADITIONS,3886,Autre
DORDOGNE,4,DIV,ANDRE,GOUSTAT,CHASSE  PECHE  NATURE ET TRADITIONS,3880,Autre
GERS,1,DIV,CHRISTIAN,TOUHE-RUMEAU,CHASSE  PECHE  NATURE ET TRADITIONS,3359,Autre
GERS,2,DIV,CHRISTIAN,TOUHE-RUMEAU,CHASSE  PECHE  NATURE ET TRADITIONS,3362,Autre
HAUTE-MARNE,1,DIV,CATHERINE,SIROT,CHASSE  PECHE  NATURE ET TRADITIONS,2220,Autre
HAUTE-MARNE,2,DIV,CATHERINE,SIROT,CHASSE  PECHE  NATURE ET TRADITIONS,1280,Autre
PYRENEES-ATLANTIQUES,1,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,1860,Autre
PYRENEES-ATLANTIQUES,2,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,3971,Autre
PYRENEES-ATLANTIQUES,3,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,5520,Autre
PYRENEES-ATLANTIQUES,4,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,9465,Autre
PYRENEES-ATLANTIQUES,5,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,3389,Autre
PYRENEES-ATLANTIQUES,6,DIV,JEAN,SAINT-JOSSE,CHASSE  PECHE  NATURE ET TRADITIONS,3812,Autre
