question_id,survey_id,pollster_id,candidate_id,y,t_unit
27,18,4,5,19,21
27,18,4,6,15,21
27,18,4,7,6,21
27,18,4,8,19,21
27,18,4,10,62,21
27,18,4,13,3,21
27,18,4,14,26,21
27,18,4,22,8,21
27,18,4,23,43,21
27,18,4,24,34,21
45,19,4,1,393,19
45,19,4,2,2,19
45,19,4,3,4,19
45,19,4,4,8,19
45,19,4,5,30,19
45,19,4,6,24,19
45,19,4,7,16,19
45,19,4,8,34,19
45,19,4,10,102,19
45,19,4,12,71,19
45,19,4,13,4,19
45,19,4,22,10,19
45,19,4,23,91,19
46,19,4,1,412,19
46,19,4,2,3,19
46,19,4,3,5,19
46,19,4,4,11,19
46,19,4,5,33,19
46,19,4,6,25,19
46,19,4,7,17,19
46,19,4,8,36,19
46,19,4,10,112,19
46,19,4,13,5,19
46,19,4,14,54,19
46,19,4,22,15,19
46,19,4,23,103,19
47,19,4,1,417,19
47,19,4,2,3,19
47,19,4,3,5,19
47,19,4,4,9,19
47,19,4,5,34,19
47,19,4,6,26,19
47,19,4,7,15,19
47,19,4,8,38,19
47,19,4,10,113,19
47,19,4,13,9,19
47,19,4,15,51,19
47,19,4,22,17,19
47,19,4,23,105,19
48,19,4,1,362,19
48,19,4,2,2,19
48,19,4,3,4,19
48,19,4,4,8,19
48,19,4,5,26,19
48,19,4,6,20,19
48,19,4,7,13,19
48,19,4,8,29,19
48,19,4,10,87,19
48,19,4,12,55,19
48,19,4,13,4,19
48,19,4,22,10,19
48,19,4,23,65,19
48,19,4,24,44,19
49,19,4,1,375,19
49,19,4,2,2,19
49,19,4,3,4,19
49,19,4,4,8,19
49,19,4,5,27,19
49,19,4,6,23,19
49,19,4,7,12,19
49,19,4,8,30,19
49,19,4,10,98,19
49,19,4,13,4,19
49,19,4,14,42,19
49,19,4,22,10,19
49,19,4,23,72,19
49,19,4,24,49,19
50,19,4,1,385,19
50,19,4,2,2,19
50,19,4,3,4,19
50,19,4,4,6,19
50,19,4,5,27,19
50,19,4,6,24,19
50,19,4,7,12,19
50,19,4,8,33,19
50,19,4,10,100,19
50,19,4,13,4,19
50,19,4,15,37,19
50,19,4,22,10,19
50,19,4,23,75,19
50,19,4,24,54,19
51,19,4,1,404,19
51,19,4,2,3,19
51,19,4,3,5,19
51,19,4,4,9,19
51,19,4,5,31,19
51,19,4,6,23,19
51,19,4,7,15,19
51,19,4,8,33,19
51,19,4,10,110,19
51,19,4,13,5,19
51,19,4,18,21,19
51,19,4,22,13,19
51,19,4,23,85,19
51,19,4,24,61,19
52,19,4,1,431,19
52,19,4,10,250,19
52,19,4,23,182,19
53,19,4,1,583,19
53,19,4,10,298,19
53,19,4,12,286,19
54,19,4,1,450,19
54,19,4,12,279,19
54,19,4,23,171,19
55,19,4,1,613,19
55,19,4,10,362,19
55,19,4,14,252,19
56,19,4,1,500,19
56,19,4,14,290,19
56,19,4,23,210,19
82,20,4,1,252,14
82,20,4,2,0,14
82,20,4,3,3,14
82,20,4,4,8,14
82,20,4,5,21,14
82,20,4,6,18,14
82,20,4,7,6,14
82,20,4,8,16,14
82,20,4,10,66,14
82,20,4,11,0,14
82,20,4,12,38,14
82,20,4,22,8,14
82,20,4,23,51,14
82,20,4,24,23,14
103,21,4,1,379,11
103,21,4,2,2,11
103,21,4,3,6,11
103,21,4,4,8,11
103,21,4,5,36,11
103,21,4,6,27,11
103,21,4,8,31,11
103,21,4,10,91,11
103,21,4,12,65,11
103,21,4,13,8,11
103,21,4,17,2,11
103,21,4,22,16,11
103,21,4,23,91,11
104,21,4,1,404,11
104,21,4,2,3,11
104,21,4,3,7,11
104,21,4,4,11,11
104,21,4,5,37,11
104,21,4,6,33,11
104,21,4,8,33,11
104,21,4,10,105,11
104,21,4,13,7,11
104,21,4,14,57,11
104,21,4,17,0,11
104,21,4,22,17,11
104,21,4,23,101,11
105,21,4,1,414,11
105,21,4,2,5,11
105,21,4,3,7,11
105,21,4,4,11,11
105,21,4,5,38,11
105,21,4,6,34,11
105,21,4,8,34,11
105,21,4,10,116,11
105,21,4,13,9,11
105,21,4,15,46,11
105,21,4,17,0,11
105,21,4,22,13,11
105,21,4,23,108,11
106,21,4,1,420,11
106,21,4,2,3,11
106,21,4,3,7,11
106,21,4,4,11,11
106,21,4,5,42,11
106,21,4,6,38,11
106,21,4,8,34,11
106,21,4,10,122,11
106,21,4,13,11,11
106,21,4,17,0,11
106,21,4,18,30,11
106,21,4,22,17,11
106,21,4,23,109,11
107,21,4,1,447,11
107,21,4,2,3,11
107,21,4,3,9,11
107,21,4,4,12,11
107,21,4,5,41,11
107,21,4,6,41,11
107,21,4,8,36,11
107,21,4,10,130,11
107,21,4,13,9,11
107,21,4,17,3,11
107,21,4,19,23,11
107,21,4,22,25,11
107,21,4,23,121,11
108,21,4,1,379,11
108,21,4,2,2,11
108,21,4,3,6,11
108,21,4,4,8,11
108,21,4,5,35,11
108,21,4,6,27,11
108,21,4,8,29,11
108,21,4,10,91,11
108,21,4,12,57,11
108,21,4,13,6,11
108,21,4,17,0,11
108,21,4,22,12,11
108,21,4,23,84,11
108,21,4,24,27,11
109,21,4,1,392,11
109,21,4,2,2,11
109,21,4,3,4,11
109,21,4,4,10,11
109,21,4,5,36,11
109,21,4,6,34,11
109,21,4,8,32,11
109,21,4,10,102,11
109,21,4,13,6,11
109,21,4,14,47,11
109,21,4,17,2,11
109,21,4,22,14,11
109,21,4,23,83,11
109,21,4,24,24,11
110,21,4,1,374,11
110,21,4,2,2,11
110,21,4,3,6,11
110,21,4,4,8,11
110,21,4,5,30,11
110,21,4,6,32,11
110,21,4,7,12,11
110,21,4,8,30,11
110,21,4,10,87,11
110,21,4,12,60,11
110,21,4,13,8,11
110,21,4,17,0,11
110,21,4,22,12,11
110,21,4,23,87,11
110,21,4,25,6,11
111,21,4,1,466,11
111,21,4,10,261,11
111,21,4,23,206,11
112,21,4,1,444,11
112,21,4,12,266,11
112,21,4,23,178,11
113,21,4,1,483,11
113,21,4,14,281,11
113,21,4,23,203,11
114,21,4,1,616,11
114,21,4,10,308,11
114,21,4,14,308,11
115,21,4,1,567,11
115,21,4,10,267,11
115,21,4,12,301,11
125,22,4,1,388,8
125,22,4,2,2,8
125,22,4,3,4,8
125,22,4,4,14,8
125,22,4,5,28,8
125,22,4,6,24,8
125,22,4,8,28,8
125,22,4,10,94,8
125,22,4,11,2,8
125,22,4,12,70,8
125,22,4,13,8,8
125,22,4,17,2,8
125,22,4,22,16,8
125,22,4,23,101,8
126,22,4,1,409,8
126,22,4,2,3,8
126,22,4,3,5,8
126,22,4,4,15,8
126,22,4,5,31,8
126,22,4,6,27,8
126,22,4,8,29,8
126,22,4,10,107,8
126,22,4,11,3,8
126,22,4,13,11,8
126,22,4,14,58,8
126,22,4,17,3,8
126,22,4,22,19,8
126,22,4,23,107,8
127,22,4,1,402,8
127,22,4,2,3,8
127,22,4,3,5,8
127,22,4,4,15,8
127,22,4,5,31,8
127,22,4,6,25,8
127,22,4,8,29,8
127,22,4,10,113,8
127,22,4,11,3,8
127,22,4,13,13,8
127,22,4,17,3,8
127,22,4,21,53,8
127,22,4,22,15,8
127,22,4,23,105,8
128,22,4,1,405,8
128,22,4,2,3,8
128,22,4,3,5,8
128,22,4,4,17,8
128,22,4,5,29,8
128,22,4,6,33,8
128,22,4,10,114,8
128,22,4,11,3,8
128,22,4,12,73,8
128,22,4,13,9,8
128,22,4,17,3,8
128,22,4,22,19,8
128,22,4,23,106,8
129,22,4,1,409,8
129,22,4,2,3,8
129,22,4,3,5,8
129,22,4,4,17,8
129,22,4,5,29,8
129,22,4,8,37,8
129,22,4,10,107,8
129,22,4,11,3,8
129,22,4,12,76,8
129,22,4,13,9,8
129,22,4,17,3,8
129,22,4,22,17,8
129,22,4,23,111,8
130,22,4,1,445,8
130,22,4,10,254,8
130,22,4,23,192,8
131,22,4,1,424,8
131,22,4,12,259,8
131,22,4,23,165,8
132,22,4,1,589,8
132,22,4,10,283,8
132,22,4,12,307,8
142,23,4,1,275,5
142,23,4,2,2,5
142,23,4,3,3,5
142,23,4,4,6,5
142,23,4,5,25,5
142,23,4,6,14,5
142,23,4,8,16,5
142,23,4,10,72,5
142,23,4,11,0,5
142,23,4,12,38,5
142,23,4,13,2,5
142,23,4,22,10,5
142,23,4,23,77,5
142,23,4,24,16,5
57,24,5,1,817,18
57,24,5,2,9,18
57,24,5,3,9,18
57,24,5,4,13,18
57,24,5,5,74,18
57,24,5,6,45,18
57,24,5,7,13,18
57,24,5,8,74,18
57,24,5,10,196,18
57,24,5,12,115,18
57,24,5,13,9,18
57,24,5,22,13,18
57,24,5,23,131,18
57,24,5,24,123,18
58,24,5,1,830,18
58,24,5,2,9,18
58,24,5,3,9,18
58,24,5,4,13,18
58,24,5,5,75,18
58,24,5,6,46,18
58,24,5,7,13,18
58,24,5,8,75,18
58,24,5,10,208,18
58,24,5,13,9,18
58,24,5,14,100,18
58,24,5,22,13,18
58,24,5,23,142,18
58,24,5,24,125,18
59,24,5,1,830,18
59,24,5,2,9,18
59,24,5,3,9,18
59,24,5,4,13,18
59,24,5,5,75,18
59,24,5,6,46,18
59,24,5,7,13,18
59,24,5,8,79,18
59,24,5,10,212,18
59,24,5,13,9,18
59,24,5,15,92,18
59,24,5,22,13,18
59,24,5,23,142,18
59,24,5,24,125,18
60,24,5,1,838,18
60,24,5,2,9,18
60,24,5,3,9,18
60,24,5,4,13,18
60,24,5,5,72,18
60,24,5,6,47,18
60,24,5,7,13,18
60,24,5,8,76,18
60,24,5,10,210,18
60,24,5,12,143,18
60,24,5,13,9,18
60,24,5,22,34,18
60,24,5,23,210,18
61,24,5,1,847,18
61,24,5,2,9,18
61,24,5,3,9,18
61,24,5,4,13,18
61,24,5,5,72,18
61,24,5,6,47,18
61,24,5,7,13,18
61,24,5,8,77,18
61,24,5,10,220,18
61,24,5,13,9,18
61,24,5,14,119,18
61,24,5,22,43,18
61,24,5,23,220,18
62,24,5,1,838,18
62,24,5,2,9,18
62,24,5,3,9,18
62,24,5,4,13,18
62,24,5,5,72,18
62,24,5,6,47,18
62,24,5,7,13,18
62,24,5,8,76,18
62,24,5,10,227,18
62,24,5,13,9,18
62,24,5,15,109,18
62,24,5,22,42,18
62,24,5,23,218,18
4,25,6,1,807,22
4,25,6,2,9,22
4,25,6,3,17,22
4,25,6,4,17,22
4,25,6,5,65,22
4,25,6,6,37,22
4,25,6,7,17,22
4,25,6,8,53,22
4,25,6,10,202,22
4,25,6,12,105,22
4,25,6,22,17,22
4,25,6,23,146,22
4,25,6,24,130,22
5,25,6,1,722,22
5,25,6,2,8,22
5,25,6,3,15,22
5,25,6,4,15,22
5,25,6,5,65,22
5,25,6,6,29,22
5,25,6,7,19,22
5,25,6,8,51,22
5,25,6,10,192,22
5,25,6,14,62,22
5,25,6,22,19,22
5,25,6,23,134,22
5,25,6,24,119,22
6,25,6,1,747,22
6,25,6,2,8,22
6,25,6,3,15,22
6,25,6,4,15,22
6,25,6,5,64,22
6,25,6,8,83,22
6,25,6,10,194,22
6,25,6,12,97,22
6,25,6,22,19,22
6,25,6,23,135,22
6,25,6,24,120,22
7,25,6,1,800,22
7,25,6,10,496,22
7,25,6,24,304,22
8,25,6,1,744,22
8,25,6,10,432,22
8,25,6,23,313,22
72,26,6,1,254,16
72,26,6,2,4,16
72,26,6,3,6,16
72,26,6,4,6,16
72,26,6,5,21,16
72,26,6,6,11,16
72,26,6,7,11,16
72,26,6,8,16,16
72,26,6,10,67,16
72,26,6,12,36,16
72,26,6,22,6,16
72,26,6,23,53,16
72,26,6,24,26,16
73,26,6,1,263,16
73,26,6,2,6,16
73,26,6,3,4,16
73,26,6,4,8,16
73,26,6,5,20,16
73,26,6,6,11,16
73,26,6,7,12,16
73,26,6,8,14,16
73,26,6,10,66,16
73,26,6,14,35,16
73,26,6,22,8,16
73,26,6,23,56,16
73,26,6,24,28,16
74,26,6,1,260,16
74,26,6,2,6,16
74,26,6,3,3,16
74,26,6,4,6,16
74,26,6,5,21,16
74,26,6,6,13,16
74,26,6,7,11,16
74,26,6,9,8,16
74,26,6,10,68,16
74,26,6,12,39,16
74,26,6,22,8,16
74,26,6,23,55,16
74,26,6,24,26,16
75,26,6,1,274,16
75,26,6,2,6,16
75,26,6,3,3,16
75,26,6,4,9,16
75,26,6,5,22,16
75,26,6,6,14,16
75,26,6,7,11,16
75,26,6,9,11,16
75,26,6,10,72,16
75,26,6,14,35,16
75,26,6,22,7,16
75,26,6,23,59,16
75,26,6,24,29,16
76,26,6,1,329,16
76,26,6,10,191,16
76,26,6,23,138,16
77,26,6,1,452,16
77,26,6,10,240,16
77,26,6,12,213,16
67,27,7,1,187,16
67,27,7,2,2,16
67,27,7,3,2,16
67,27,7,4,6,16
67,27,7,5,15,16
67,27,7,6,12,16
67,27,7,7,6,16
67,27,7,8,14,16
67,27,7,10,45,16
67,27,7,12,29,16
67,27,7,22,4,16
67,27,7,23,38,16
67,27,7,24,19,16
68,27,7,1,196,16
68,27,7,2,2,16
68,27,7,3,2,16
68,27,7,4,6,16
68,27,7,5,14,16
68,27,7,6,14,16
68,27,7,7,4,16
68,27,7,8,16,16
68,27,7,10,49,16
68,27,7,12,32,16
68,27,7,22,10,16
68,27,7,23,49,16
69,27,7,1,206,16
69,27,7,2,3,16
69,27,7,3,3,16
69,27,7,4,7,16
69,27,7,5,15,16
69,27,7,6,15,16
69,27,7,7,5,16
69,27,7,8,17,16
69,27,7,10,54,16
69,27,7,14,31,16
69,27,7,22,11,16
69,27,7,23,52,16
70,27,7,1,206,16
70,27,7,2,3,16
70,27,7,3,3,16
70,27,7,4,7,16
70,27,7,5,17,16
70,27,7,6,15,16
70,27,7,7,7,16
70,27,7,8,17,16
70,27,7,10,58,16
70,27,7,15,19,16
70,27,7,22,13,16
70,27,7,23,54,16
71,27,7,1,324,16
71,27,7,10,188,16
71,27,7,23,137,16
