question_id,survey_id,pollster_id,candidate_id,y,t_unit
83,10,3,12,29,13
83,10,3,13,2,13
83,10,3,16,2,13
83,10,3,22,10,13
83,10,3,23,43,13
83,10,3,25,2,13
84,10,3,1,202,13
84,10,3,2,3,13
84,10,3,3,3,13
84,10,3,4,7,13
84,10,3,5,23,13
84,10,3,6,15,13
84,10,3,8,15,13
84,10,3,10,51,13
84,10,3,11,3,13
84,10,3,13,3,13
84,10,3,14,27,13
84,10,3,16,3,13
84,10,3,22,11,13
84,10,3,23,47,13
84,10,3,25,3,13
85,10,3,1,213,13
85,10,3,2,3,13
85,10,3,3,3,13
85,10,3,4,7,13
85,10,3,5,24,13
85,10,3,6,15,13
85,10,3,8,15,13
85,10,3,10,56,13
85,10,3,11,3,13
85,10,3,13,3,13
85,10,3,15,20,13
85,10,3,16,3,13
85,10,3,22,11,13
85,10,3,23,56,13
85,10,3,25,3,13
86,10,3,1,225,13
86,10,3,2,3,13
86,10,3,3,3,13
86,10,3,4,7,13
86,10,3,5,25,13
86,10,3,6,16,13
86,10,3,8,16,13
86,10,3,10,65,13
86,10,3,11,3,13
86,10,3,13,3,13
86,10,3,16,3,13
86,10,3,18,14,13
86,10,3,22,12,13
86,10,3,23,59,13
86,10,3,25,3,13
87,10,3,1,245,13
87,10,3,2,3,13
87,10,3,3,3,13
87,10,3,4,8,13
87,10,3,5,27,13
87,10,3,6,18,13
87,10,3,8,18,13
87,10,3,10,72,13
87,10,3,11,3,13
87,10,3,13,3,13
87,10,3,16,3,13
87,10,3,19,13,13
87,10,3,22,13,13
87,10,3,23,67,13
87,10,3,25,3,13
88,10,3,1,256,13
88,10,3,2,3,13
88,10,3,3,3,13
88,10,3,4,8,13
88,10,3,5,31,13
88,10,3,6,18,13
88,10,3,8,18,13
88,10,3,10,77,13
88,10,3,11,3,13
88,10,3,13,3,13
88,10,3,16,3,13
88,10,3,20,3,13
88,10,3,22,13,13
88,10,3,23,75,13
88,10,3,25,3,13
89,10,3,1,171,13
89,10,3,2,2,13
89,10,3,3,2,13
89,10,3,4,6,13
89,10,3,5,19,13
89,10,3,6,12,13
89,10,3,8,12,13
89,10,3,10,40,13
89,10,3,11,2,13
89,10,3,12,24,13
89,10,3,13,2,13
89,10,3,16,0,13
89,10,3,22,4,13
89,10,3,23,33,13
89,10,3,24,18,13
89,10,3,25,0,13
90,10,3,1,363,13
90,10,3,10,196,13
90,10,3,23,167,13
97,11,3,1,174,12
97,11,3,2,2,12
97,11,3,3,2,12
97,11,3,4,4,12
97,11,3,5,20,12
97,11,3,6,14,12
97,11,3,8,13,12
97,11,3,10,40,12
97,11,3,11,2,12
97,11,3,12,28,12
97,11,3,13,2,12
97,11,3,16,2,12
97,11,3,22,9,12
97,11,3,23,39,12
97,11,3,25,2,12
98,11,3,1,162,12
98,11,3,2,2,12
98,11,3,3,2,12
98,11,3,4,4,12
98,11,3,5,18,12
98,11,3,6,13,12
98,11,3,8,12,12
98,11,3,10,39,12
98,11,3,11,2,12
98,11,3,13,2,12
98,11,3,14,23,12
98,11,3,16,2,12
98,11,3,22,9,12
98,11,3,23,38,12
98,11,3,25,2,12
99,11,3,1,206,12
99,11,3,2,3,12
99,11,3,3,3,12
99,11,3,4,7,12
99,11,3,5,25,12
99,11,3,6,17,12
99,11,3,8,15,12
99,11,3,10,52,12
99,11,3,11,3,12
99,11,3,13,3,12
99,11,3,15,19,12
99,11,3,16,3,12
99,11,3,22,11,12
99,11,3,23,50,12
99,11,3,25,5,12
100,11,3,1,174,12
100,11,3,2,2,12
100,11,3,3,2,12
100,11,3,4,4,12
100,11,3,5,18,12
100,11,3,6,14,12
100,11,3,8,13,12
100,11,3,10,40,12
100,11,3,11,2,12
100,11,3,12,26,12
100,11,3,13,2,12
100,11,3,16,2,12
100,11,3,22,6,12
100,11,3,23,33,12
100,11,3,24,13,12
100,11,3,25,2,12
101,11,3,1,174,12
101,11,3,2,2,12
101,11,3,3,2,12
101,11,3,4,4,12
101,11,3,5,20,12
101,11,3,7,9,12
101,11,3,8,13,12
101,11,3,10,44,12
101,11,3,11,2,12
101,11,3,12,28,12
101,11,3,13,2,12
101,11,3,16,2,12
101,11,3,22,9,12
101,11,3,23,40,12
101,11,3,25,2,12
102,11,3,1,356,12
102,11,3,10,193,12
102,11,3,23,164,12
116,12,3,1,195,10
116,12,3,2,2,10
116,12,3,3,2,10
116,12,3,4,6,10
116,12,3,5,24,10
116,12,3,6,14,10
116,12,3,8,12,10
116,12,3,10,47,10
116,12,3,11,0,10
116,12,3,12,32,10
116,12,3,13,2,10
116,12,3,16,2,10
116,12,3,22,8,10
116,12,3,23,45,10
116,12,3,25,2,10
117,12,3,1,206,10
117,12,3,2,3,10
117,12,3,3,3,10
117,12,3,4,5,10
117,12,3,5,25,10
117,12,3,6,15,10
117,12,3,8,13,10
117,12,3,10,54,10
117,12,3,11,0,10
117,12,3,13,3,10
117,12,3,14,29,10
117,12,3,16,3,10
117,12,3,22,9,10
117,12,3,23,50,10
117,12,3,25,3,10
118,12,3,1,228,10
118,12,3,2,3,10
118,12,3,3,3,10
118,12,3,4,7,10
118,12,3,5,28,10
118,12,3,6,16,10
118,12,3,8,14,10
118,12,3,10,69,10
118,12,3,11,0,10
118,12,3,13,3,10
118,12,3,16,3,10
118,12,3,18,14,10
118,12,3,22,10,10
118,12,3,23,60,10
118,12,3,25,5,10
119,12,3,1,195,10
119,12,3,2,2,10
119,12,3,3,2,10
119,12,3,4,4,10
119,12,3,5,26,10
119,12,3,7,10,10
119,12,3,8,12,10
119,12,3,10,49,10
119,12,3,11,0,10
119,12,3,12,32,10
119,12,3,13,2,10
119,12,3,16,2,10
119,12,3,22,8,10
119,12,3,23,47,10
119,12,3,25,2,10
120,12,3,1,348,10
120,12,3,10,191,10
120,12,3,23,157,10
121,13,3,1,180,9
121,13,3,2,2,9
121,13,3,3,2,9
121,13,3,4,4,9
121,13,3,5,20,9
121,13,3,6,13,9
121,13,3,8,11,9
121,13,3,10,43,9
121,13,3,11,2,9
121,13,3,12,29,9
121,13,3,13,2,9
121,13,3,16,2,9
121,13,3,22,8,9
121,13,3,23,43,9
121,13,3,25,2,9
122,13,3,1,202,9
122,13,3,2,3,9
122,13,3,3,3,9
122,13,3,4,5,9
122,13,3,5,23,9
122,13,3,6,15,9
122,13,3,8,13,9
122,13,3,10,51,9
122,13,3,11,3,9
122,13,3,13,3,9
122,13,3,14,27,9
122,13,3,16,3,9
122,13,3,22,9,9
122,13,3,23,53,9
122,13,3,25,3,9
123,13,3,1,212,9
123,13,3,2,3,9
123,13,3,3,3,9
123,13,3,4,5,9
123,13,3,5,24,9
123,13,3,7,11,9
123,13,3,8,17,9
123,13,3,10,51,9
123,13,3,11,3,9
123,13,3,12,34,9
123,13,3,13,3,9
123,13,3,16,3,9
123,13,3,22,9,9
123,13,3,23,51,9
123,13,3,25,3,9
124,13,3,1,180,9
124,13,3,2,2,9
124,13,3,3,2,9
124,13,3,4,4,9
124,13,3,5,20,9
124,13,3,6,13,9
124,13,3,8,11,9
124,13,3,10,38,9
124,13,3,11,2,9
124,13,3,12,20,9
124,13,3,13,2,9
124,13,3,14,15,9
124,13,3,16,2,9
124,13,3,22,8,9
124,13,3,23,42,9
124,13,3,25,4,9
137,14,3,1,166,6
137,14,3,2,2,6
137,14,3,3,2,6
137,14,3,4,4,6
137,14,3,5,19,6
137,14,3,6,12,6
137,14,3,8,10,6
137,14,3,10,43,6
137,14,3,11,2,6
137,14,3,12,22,6
137,14,3,13,2,6
137,14,3,16,2,6
137,14,3,17,0,6
137,14,3,22,5,6
137,14,3,23,45,6
138,14,3,1,206,6
138,14,3,2,3,6
138,14,3,3,5,6
138,14,3,4,7,6
138,14,3,5,27,6
138,14,3,10,60,6
138,14,3,11,3,6
138,14,3,12,29,6
138,14,3,13,3,6
138,14,3,16,3,6
138,14,3,17,3,6
138,14,3,22,11,6
138,14,3,23,60,6
139,14,3,1,216,6
139,14,3,2,7,6
139,14,3,3,7,6
139,14,3,4,9,6
139,14,3,6,20,6
139,14,3,10,61,6
139,14,3,11,3,6
139,14,3,12,33,6
139,14,3,13,3,6
139,14,3,16,3,6
139,14,3,17,3,6
139,14,3,22,11,6
139,14,3,23,63,6
140,14,3,1,186,6
140,14,3,2,4,6
140,14,3,3,6,6
140,14,3,4,8,6
140,14,3,8,23,6
140,14,3,10,52,6
140,14,3,11,2,6
140,14,3,12,26,6
140,14,3,13,2,6
140,14,3,16,2,6
140,14,3,17,2,6
140,14,3,22,8,6
140,14,3,23,54,6
141,14,3,1,329,6
141,14,3,10,175,6
141,14,3,23,155,6
143,15,3,1,162,4
143,15,3,2,2,4
143,15,3,3,2,4
143,15,3,4,4,4
143,15,3,5,20,4
143,15,3,6,10,4
143,15,3,8,10,4
143,15,3,10,41,4
143,15,3,11,2,4
143,15,3,12,23,4
143,15,3,13,0,4
143,15,3,16,2,4
143,15,3,17,0,4
143,15,3,22,7,4
143,15,3,23,44,4
144,15,3,1,162,4
144,15,3,2,2,4
144,15,3,3,2,4
144,15,3,4,4,4
144,15,3,5,21,4
144,15,3,6,10,4
144,15,3,8,10,4
144,15,3,10,44,4
144,15,3,11,4,4
144,15,3,13,2,4
144,15,3,15,10,4
144,15,3,16,2,4
144,15,3,17,0,4
144,15,3,22,9,4
144,15,3,23,47,4
145,15,3,1,311,4
145,15,3,10,165,4
145,15,3,23,147,4
146,16,3,1,181,3
146,16,3,2,2,3
146,16,3,3,2,3
146,16,3,4,2,3
146,16,3,5,20,3
146,16,3,6,11,3
146,16,3,8,11,3
146,16,3,10,48,3
146,16,3,11,2,3
146,16,3,12,28,3
146,16,3,13,0,3
146,16,3,16,2,3
146,16,3,17,0,3
146,16,3,22,10,3
146,16,3,23,48,3
147,16,3,1,201,3
147,16,3,2,3,3
147,16,3,3,3,3
147,16,3,4,3,3
147,16,3,5,23,3
147,16,3,6,13,3
147,16,3,8,13,3
147,16,3,10,57,3
147,16,3,11,5,3
147,16,3,13,0,3
147,16,3,14,25,3
147,16,3,16,3,3
147,16,3,17,0,3
147,16,3,22,11,3
147,16,3,23,53,3
148,16,3,1,321,3
148,16,3,10,174,3
148,16,3,23,148,3
1,17,4,1,1071,23
1,17,4,2,6,23
1,17,4,3,6,23
1,17,4,4,17,23
1,17,4,5,86,23
1,17,4,6,54,23
1,17,4,7,17,23
1,17,4,8,75,23
1,17,4,10,268,23
1,17,4,12,161,23
1,17,4,13,6,23
1,17,4,22,27,23
1,17,4,23,183,23
1,17,4,24,172,23
2,17,4,1,1073,23
2,17,4,2,6,23
2,17,4,3,6,23
2,17,4,4,22,23
2,17,4,5,86,23
2,17,4,6,60,23
2,17,4,7,22,23
2,17,4,8,76,23
2,17,4,10,279,23
2,17,4,13,11,23
2,17,4,14,108,23
2,17,4,22,27,23
2,17,4,23,194,23
2,17,4,24,183,23
3,17,4,1,1074,23
3,17,4,2,6,23
3,17,4,3,6,23
3,17,4,4,22,23
3,17,4,5,86,23
3,17,4,6,60,23
3,17,4,7,22,23
3,17,4,8,76,23
3,17,4,10,290,23
3,17,4,13,11,23
3,17,4,15,86,23
3,17,4,22,33,23
3,17,4,23,199,23
3,17,4,24,183,23
26,18,4,1,220,21
26,18,4,2,2,21
26,18,4,3,2,21
26,18,4,4,5,21
26,18,4,5,16,21
26,18,4,6,14,21
26,18,4,7,5,21
26,18,4,8,18,21
26,18,4,10,55,21
26,18,4,12,36,21
26,18,4,13,3,21
26,18,4,22,5,21
26,18,4,23,36,21
26,18,4,24,31,21
27,18,4,1,236,21
27,18,4,2,2,21
27,18,4,3,2,21
27,18,4,4,4,21
