year,bloc,departement,percentage,votes
1965,Centre,Ain,18.37,30416
1965,Centre,Aisne,14.78,37036
1965,Centre,Allier,13.03,26369
1965,Centre,Alpes Maritimes,14.9,50935
1965,Centre,Ardèche,16.89,23172
1965,Centre,Ardennes,14.52,20423
1965,Centre,Ariège,7.67,5861
1965,Centre,Aube,15.86,20667
1965,Centre,Aude,10.8,15874
1965,Centre,Aveyron,24.03,37745
1965,Centre,Bas Rhin,22.15,85231
1965,Centre,Bouches du Rhône,9.62,58070
1965,Centre,Calvados,23.63,56790
1965,Centre,Cantal,18.39,15808
1965,Centre,Charente,9.66,16622
1965,Centre,Charente Maritime,16.35,38551
1965,Centre,Cher,12.33,19026
1965,Centre,Corrèze,9.4,12621
1965,Centre,Côte d'Or,19.68,37804
1965,Centre,Côtes d'Armor,17.15,48103
1965,Centre,Creuse,9.98,8453
1965,Centre,Deux Sèvres,22.57,37917
1965,Centre,Dordogne,11.78,25223
1965,Centre,Doubs,15.92,30126
1965,Centre,Drôme,14.75,23813
1965,Centre,Eure,20.33,37640
1965,Centre,Eure et Loir,17.54,25987
1965,Centre,Finistère,18.44,77223
1965,Centre,Gard,12.44,29121
1965,Centre,Gers,17.44,16311
1965,Centre,Gironde,15.39,74812
1965,Centre,Guadeloupe,0.63,502
1965,Centre,Guyane,1.39,124
1965,Centre,Haut Rhin,23.24,66788
1965,Centre,Haute Garonne,12.1,38856
1965,Centre,Haute Loire,26.46,29870
1965,Centre,Haute Marne,13.37,13623
1965,Centre,Haute Saône,14.27,15920
1965,Centre,Haute Savoie,19.9,32786
1965,Centre,Haute Vienne,7.39,13959
1965,Centre,Hautes Alpes,16.26,7347
1965,Centre,Hautes Pyrénées,12.54,14249
1965,Centre,Hérault,12.41,33721
1965,Centre,Ille et Vilaine,20.37,65763
1965,Centre,Indre,15.5,20372
1965,Centre,Indre et Loire,18.12,37409
1965,Centre,Isère,15.22,54101
1965,Centre,Jura,19.12,22498
1965,Centre,La Réunion,1.02,1206
1965,Centre,Landes,13.08,19697
1965,Centre,Loir et Cher,18.45,25335
1965,Centre,Loire,22.27,75250
1965,Centre,Loire Atlantique,23.2,96328
1965,Centre,Loiret,16.1,33300
1965,Centre,Lot,16.68,14100
1965,Centre,Lot et Garonne,16.22,24127
1965,Centre,Lozère,18.11,7818
1965,Centre,Maine et Loire,25.27,70078
1965,Centre,Manche,21.61,49155
1965,Centre,Marne,18.12,39190
1965,Centre,Martinique,0.55,538
1965,Centre,Mayenne,28.17,37504
1965,Centre,Meurthe et Moselle,15.79,50141
1965,Centre,Meuse,17.69,18325
1965,Centre,Morbihan,18.34,51339
1965,Centre,Moselle,13.81,56575
1965,Centre,Nièvre,10.31,13588
1965,Centre,Nord,10.85,124794
1965,Centre,Oise,13.66,33526
1965,Centre,Orne,23.64,34145
1965,Centre,Pas de Calais,10,65954
1965,Centre,Puy de Dôme,14.23,36771
1965,Centre,Pyrénées Orientales,11.84,15379
1965,Centre,Rhône,21.11,110182
1965,Centre,Saône et Loire,16.18,42548
1965,Centre,Sarthe,17.49,39342
1965,Centre,Savoie,17.37,22296
1965,Centre,Seine et Marne,15.72,43412
1965,Centre,Seine Maritime,19.29,101889
1965,Centre,Somme,12.24,32240
1965,Centre,Tarn,15.55,27930
1965,Centre,Tarn et Garonne,14.59,13867
1965,Centre,Territoire de Belfort,15.6,8341
1965,Centre,Var,10.64,27334
1965,Centre,Vaucluse,12.99,21452
1965,Centre,Vendée,23.99,52448
1965,Centre,Vienne,18.44,31681
1965,Centre,Vosges,15.86,30475
1965,Centre,Yonne,16.14,23261
1965,Droite,Ain,44.870000000000005,74291
1965,Droite,Aisne,48.64,121867
1965,Droite,Allier,38.529999999999994,77987
1965,Droite,Alpes Maritimes,43.050000000000004,147133
1965,Droite,Ardèche,43.98,60318
1965,Droite,Ardennes,47.68,67093
1965,Droite,Ariège,35.58,27196
1965,Droite,Aube,44.72,58267
1965,Droite,Aude,31.47,46259
1965,Droite,Aveyron,42.51,66779
1965,Droite,Bas Rhin,64.38,247734
1965,Droite,Bouches du Rhône,37.32,225386
1965,Droite,Calvados,50.650000000000006,121749
1965,Droite,Cantal,51.059999999999995,43899
1965,Droite,Charente,53.37,91820
1965,Droite,Charente Maritime,44.34,104565
1965,Droite,Cher,43.11,66507
1965,Droite,Corrèze,41.25,55387
1965,Droite,Côte d'Or,41.5,79714
1965,Droite,Côtes d'Armor,45.059999999999995,126388
1965,Droite,Creuse,43.13,36536
1965,Droite,Deux Sèvres,44.89,75423
1965,Droite,Dordogne,42.1,90125
1965,Droite,Doubs,48.400000000000006,91558
1965,Droite,Drôme,41.64,67210
1965,Droite,Eure,45.51,84270
1965,Droite,Eure et Loir,47.43,70283
1965,Droite,Finistère,50.74,212441
1965,Droite,Gard,33.39,78172
1965,Droite,Gers,28.860000000000003,26995
1965,Droite,Gironde,44.57,216706
1965,Droite,Guadeloupe,88.16999999999999,69920
1965,Droite,Guyane,68.25999999999999,6080
1965,Droite,Haut Rhin,59.839999999999996,172000
1965,Droite,Haute Garonne,37.65,120911
1965,Droite,Haute Loire,42.07,47491
1965,Droite,Haute Marne,53.64,54641
1965,Droite,Haute Saône,47.18,52624
1965,Droite,Haute Savoie,49.61000000000001,81727
1965,Droite,Haute Vienne,41.629999999999995,78657
1965,Droite,Hautes Alpes,44.480000000000004,20101
1965,Droite,Hautes Pyrénées,38.11,43298
1965,Droite,Hérault,33.03,89742
1965,Droite,Ille et Vilaine,54.25,175200
1965,Droite,Indre,39.42,51796
1965,Droite,Indre et Loire,44.42,91713
1965,Droite,Isère,39.53,140511
1965,Droite,Jura,44.08,51858
1965,Droite,La Réunion,91.95,108561
1965,Droite,Landes,46.51,70030
1965,Droite,Loir et Cher,43.43,59640
1965,Droite,Loire,40.51,136882
1965,Droite,Loire Atlantique,46.25,191980
1965,Droite,Loiret,48.550000000000004,100444
1965,Droite,Lot,41.050000000000004,34689
1965,Droite,Lot et Garonne,33.65,50038
1965,Droite,Lozère,52.91,22848
1965,Droite,Maine et Loire,50.83,140965
1965,Droite,Manche,59.08,134417
1965,Droite,Marne,45.620000000000005,98651
1965,Droite,Martinique,89.62,86980
1965,Droite,Mayenne,51.839999999999996,69017
1965,Droite,Meurthe et Moselle,49.79,158110
1965,Droite,Meuse,56.53,58554
1965,Droite,Morbihan,54.27,151893
1965,Droite,Moselle,64.06,262529
1965,Droite,Nièvre,33.370000000000005,43992
1965,Droite,Nord,49.2,565652
1965,Droite,Oise,50.239999999999995,123320
1965,Droite,Orne,52.980000000000004,76530
1965,Droite,Pas de Calais,45.88,302710
1965,Droite,Puy de Dôme,43.38,112076
1965,Droite,Pyrénées Orientales,36.129999999999995,46941
1965,Droite,Rhône,39.85,207974
1965,Droite,Saône et Loire,42.22,111024
1965,Droite,Sarthe,44.54,100172
1965,Droite,Savoie,43.21,55471
1965,Droite,Seine et Marne,47.56,131333
1965,Droite,Seine Maritime,42.54,224641
1965,Droite,Somme,47.3,124566
1965,Droite,Tarn,37.87,68045
1965,Droite,Tarn et Garonne,36.61,34786
1965,Droite,Territoire de Belfort,45.89,24539
1965,Droite,Var,41.19,105799
1965,Droite,Vaucluse,35.01,57791
1965,Droite,Vendée,53.300000000000004,116509
1965,Droite,Vienne,47.91,82339
1965,Droite,Vosges,53.75,103288
1965,Droite,Yonne,46.13,66461
1965,Droite radicale et extreme droite,Ain,5.02,8317
1965,Droite radicale et extreme droite,Aisne,3.51,8804
1965,Droite radicale et extreme droite,Allier,5.46,11045
1965,Droite radicale et extreme droite,Alpes Maritimes,12.51,42760
1965,Droite radicale et extreme droite,Ardèche,5.39,7396
1965,Droite radicale et extreme droite,Ardennes,3.2,4502
1965,Droite radicale et extreme droite,Ariège,5.84,4465
1965,Droite radicale et extreme droite,Aube,3.63,4724
1965,Droite radicale et extreme droite,Aude,6.82,10028
1965,Droite radicale et extreme droite,Aveyron,4.37,6864
1965,Droite radicale et extreme droite,Bas Rhin,2.33,8980
1965,Droite radicale et extreme droite,Bouches du Rhône,12.45,75206
1965,Droite radicale et extreme droite,Calvados,4.36,10482
1965,Droite radicale et extreme droite,Cantal,4.24,3642
1965,Droite radicale et extreme droite,Charente,4.89,8409
1965,Droite radicale et extreme droite,Charente Maritime,6.44,15186
1965,Droite radicale et extreme droite,Cher,4.69,7233
1965,Droite radicale et extreme droite,Corrèze,3.59,4822
1965,Droite radicale et extreme droite,Côte d'Or,5.17,9921
1965,Droite radicale et extreme droite,Côtes d'Armor,2.07,5814
1965,Droite radicale et extreme droite,Creuse,3.86,3268
1965,Droite radicale et extreme droite,Deux Sèvres,4.37,7344
1965,Droite radicale et extreme droite,Dordogne,5.99,12826
1965,Droite radicale et extreme droite,Doubs,3.37,6367
1965,Droite radicale et extreme droite,Drôme,6.58,10613
1965,Droite radicale et extreme droite,Eure,3.84,7119
1965,Droite radicale et extreme droite,Eure et Loir,4.24,6277
1965,Droite radicale et extreme droite,Finistère,2.42,10145
1965,Droite radicale et extreme droite,Gard,8.47,19821
1965,Droite radicale et extreme droite,Gers,8.64,8078
1965,Droite radicale et extreme droite,Gironde,8.49,41291
1965,Droite radicale et extreme droite,Guadeloupe,0.66,523
1965,Droite radicale et extreme droite,Guyane,2.23,199
1965,Droite radicale et extreme droite,Haut Rhin,2.45,7056
1965,Droite radicale et extreme droite,Haute Garonne,8.87,28476
1965,Droite radicale et extreme droite,Haute Loire,7.35,8292
1965,Droite radicale et extreme droite,Haute Marne,3.24,3297
1965,Droite radicale et extreme droite,Haute Saône,3.26,3638
1965,Droite radicale et extreme droite,Haute Savoie,4.05,6667
1965,Droite radicale et extreme droite,Haute Vienne,3.75,7093
1965,Droite radicale et extreme droite,Hautes Alpes,5.07,2289
1965,Droite radicale et extreme droite,Hautes Pyrénées,7.11,8081
1965,Droite radicale et extreme droite,Hérault,11.34,30810
1965,Droite radicale et extreme droite,Ille et Vilaine,3.6,11623
1965,Droite radicale et extreme droite,Indre,5.51,7235
1965,Droite radicale et extreme droite,Indre et Loire,6.64,13715
1965,Droite radicale et extreme droite,Isère,6.26,22270
1965,Droite radicale et extreme droite,Jura,3.25,3821
1965,Droite radicale et extreme droite,La Réunion,1.48,1751
1965,Droite radicale et extreme droite,Landes,5.4,8138
1965,Droite radicale et extreme droite,Loir et Cher,5.42,7438
1965,Droite radicale et extreme droite,Loire,5,16887
1965,Droite radicale et extreme droite,Loire Atlantique,4.16,17272
1965,Droite radicale et extreme droite,Loiret,4.89,10109
1965,Droite radicale et extreme droite,Lot,4.67,3948
1965,Droite radicale et extreme droite,Lot et Garonne,10.19,15154
1965,Droite radicale et extreme droite,Lozère,5.5,2375
1965,Droite radicale et extreme droite,Maine et Loire,4.52,12534
1965,Droite radicale et extreme droite,Manche,3.7,8428
1965,Droite radicale et extreme droite,Marne,3.33,7205
1965,Droite radicale et extreme droite,Martinique,0.4,393
1965,Droite radicale et extreme droite,Mayenne,3.77,5019
1965,Droite radicale et extreme droite,Meurthe et Moselle,3.14,9961
1965,Droite radicale et extreme droite,Meuse,3.43,3553
1965,Droite radicale et extreme droite,Morbihan,2.74,7668
1965,Droite radicale et extreme droite,Moselle,2.37,9723
1965,Droite radicale et extreme droite,Nièvre,3.02,3982
1965,Droite radicale et extreme droite,Nord,3.21,36910
1965,Droite radicale et extreme droite,Oise,4.63,11377
1965,Droite radicale et extreme droite,Orne,4.19,6057
1965,Droite radicale et extreme droite,Pas de Calais,3.08,20296
1965,Droite radicale et extreme droite,Puy de Dôme,5.56,14375
1965,Droite radicale et extreme droite,Pyrénées Orientales,10.36,13456
1965,Droite radicale et extreme droite,Rhône,6.56,34253
1965,Droite radicale et extreme droite,Saône et Loire,4.73,12447
1965,Droite radicale et extreme droite,Sarthe,4.25,9550
1965,Droite radicale et extreme droite,Savoie,4.65,5964
1965,Droite radicale et extreme droite,Seine et Marne,4.72,13031
1965,Droite radicale et extreme droite,Seine Maritime,3.22,17012
1965,Droite radicale et extreme droite,Somme,3.87,10191
1965,Droite radicale et extreme droite,Tarn,7.28,13074
1965,Droite radicale et extreme droite,Tarn et Garonne,9.7,9217
1965,Droite radicale et extreme droite,Territoire de Belfort,3.32,1778
1965,Droite radicale et extreme droite,Var,14.05,36096
1965,Droite radicale et extreme droite,Vaucluse,12.18,20108
1965,Droite radicale et extreme droite,Vendée,4.57,9985
1965,Droite radicale et extreme droite,Vienne,5.1,8768
1965,Droite radicale et extreme droite,Vosges,3.64,7002
1965,Droite radicale et extreme droite,Yonne,5.15,7425
1965,Gauche,Ain,31.73,52531
1965,Gauche,Aisne,33.07,82843
1965,Gauche,Allier,42.98,86987
1965,Gauche,Alpes Maritimes,29.53,100912
1965,Gauche,Ardèche,33.74,46284
1965,Gauche,Ardennes,34.599999999999994,48680
1965,Gauche,Ariège,50.91,38921
1965,Gauche,Aube,35.79,46620
1965,Gauche,Aude,50.910000000000004,74832
1965,Gauche,Aveyron,29.09,45688
1965,Gauche,Bas Rhin,11.139999999999999,42876
1965,Gauche,Bouches du Rhône,40.6,245179
1965,Gauche,Calvados,21.369999999999997,51347
1965,Gauche,Cantal,26.310000000000002,22622
1965,Gauche,Charente,32.08,55187
1965,Gauche,Charente Maritime,32.870000000000005,77515
1965,Gauche,Cher,39.879999999999995,61521
1965,Gauche,Corrèze,45.75,61425
1965,Gauche,Côte d'Or,33.64,64611
1965,Gauche,Côtes d'Armor,35.71,100151
1965,Gauche,Creuse,43.02,36442
1965,Gauche,Deux Sèvres,28.17,47324
1965,Gauche,Dordogne,40.120000000000005,85887
1965,Gauche,Doubs,32.31,61125
1965,Gauche,Drôme,37.03,59775
1965,Gauche,Eure,30.31,56127
1965,Gauche,Eure et Loir,30.8,45633
1965,Gauche,Finistère,28.389999999999997,118880
1965,Gauche,Gard,45.7,106986
1965,Gauche,Gers,45.06,42141
1965,Gauche,Gironde,31.540000000000003,153320
1965,Gauche,Guadeloupe,10.530000000000001,8351
1965,Gauche,Guyane,28.119999999999997,2505
1965,Gauche,Haut Rhin,14.479999999999999,41599
1965,Gauche,Haute Garonne,41.39,132937
1965,Gauche,Haute Loire,24.11,27214
1965,Gauche,Haute Marne,29.74,30296
1965,Gauche,Haute Saône,35.28,39358
1965,Gauche,Haute Savoie,26.439999999999998,43555
1965,Gauche,Haute Vienne,47.22,89204
1965,Gauche,Hautes Alpes,34.2,15455
1965,Gauche,Hautes Pyrénées,42.24,47989
1965,Gauche,Hérault,43.220000000000006,117400
1965,Gauche,Ille et Vilaine,21.78,70320
1965,Gauche,Indre,39.58,52000
1965,Gauche,Indre et Loire,30.82,63640
1965,Gauche,Isère,38.99,138589
1965,Gauche,Jura,33.559999999999995,39482
1965,Gauche,La Réunion,5.55,6547
1965,Gauche,Landes,35.01,52722
1965,Gauche,Loir et Cher,32.7,44912
1965,Gauche,Loire,32.22,108869
1965,Gauche,Loire Atlantique,26.39,109544
1965,Gauche,Loiret,30.470000000000002,63041
1965,Gauche,Lot,37.6,31775
1965,Gauche,Lot et Garonne,39.94,59398
1965,Gauche,Lozère,23.48,10140
1965,Gauche,Maine et Loire,19.369999999999997,53717
1965,Gauche,Manche,15.61,35510
1965,Gauche,Marne,32.92,71196
1965,Gauche,Martinique,9.41,9139
1965,Gauche,Mayenne,16.21,21586
1965,Gauche,Meurthe et Moselle,31.28,99338
1965,Gauche,Meuse,22.35,23154
1965,Gauche,Morbihan,24.65,69017
1965,Gauche,Moselle,19.759999999999998,80968
1965,Gauche,Nièvre,53.300000000000004,70250
1965,Gauche,Nord,36.74,422470
1965,Gauche,Oise,31.48,77272
1965,Gauche,Orne,19.2,27735
1965,Gauche,Pas de Calais,41.050000000000004,270828
1965,Gauche,Puy de Dôme,36.82,95149
1965,Gauche,Pyrénées Orientales,41.669999999999995,54138
1965,Gauche,Rhône,32.48,169520
1965,Gauche,Saône et Loire,36.849999999999994,96892
1965,Gauche,Sarthe,33.71,75827
1965,Gauche,Savoie,34.78,44642
1965,Gauche,Seine et Marne,32.010000000000005,88383
1965,Gauche,Seine Maritime,34.949999999999996,184600
1965,Gauche,Somme,36.58,96334
1965,Gauche,Tarn,39.3,70616
1965,Gauche,Tarn et Garonne,39.1,37151
1965,Gauche,Territoire de Belfort,35.190000000000005,18816
1965,Gauche,Var,34.11,87619
1965,Gauche,Vaucluse,39.82,65750
1965,Gauche,Vendée,18.14,39648
1965,Gauche,Vienne,28.55,49058
1965,Gauche,Vosges,26.74,51380
1965,Gauche,Yonne,32.57,46933
1969,Centre,Ain,26.1,38197
1969,Centre,Aisne,21.42,50565
1969,Centre,Allier,19.37,36195
1969,Centre,Alpes Maritimes,29.42,94352
1969,Centre,Ardèche,23.49,30170
1969,Centre,Ardennes,21.18,27150
1969,Centre,Ariège,24.37,17344
1969,Centre,Aube,24.14,29237
1969,Centre,Aude,24.07,33587
1969,Centre,Aveyron,23.13,34470
1969,Centre,Bas Rhin,27.62,93997
1969,Centre,Bouches du Rhône,18.56,104092
1969,Centre,Calvados,26.44,60677
1969,Centre,Cantal,8.9,7477
1969,Centre,Charente,24.39,38348
1969,Centre,Charente Maritime,27.78,60781
1969,Centre,Cher,22.96,33177
1969,Centre,Corrèze,15.69,20273
1969,Centre,Côte d'Or,27.55,49447
1969,Centre,Côtes d'Armor,22.57,59523
1969,Centre,Creuse,17.08,13207
1969,Centre,Deux Sèvres,28.98,45508
1969,Centre,Dordogne,25.03,50562
1969,Centre,Doubs,22.35,39401
1969,Centre,Drôme,26.54,40342
1969,Centre,Essonne,21.29,61625
1969,Centre,Eure,25.71,45441
1969,Centre,Eure et Loir,25.36,36143
1969,Centre,Finistère,18.87,74276
1969,Centre,Gard,20.51,44334
1969,Centre,Gers,33.41,28600
1969,Centre,Gironde,28.68,129110
1969,Centre,Guadeloupe,8.5,3643
1969,Centre,Guyane,22.83,1723
1969,Centre,Haut Rhin,28.08,71985
1969,Centre,Haute Garonne,27.18,82845
1969,Centre,Haute Loire,24.46,25028
1969,Centre,Haute Marne,25.48,24117
1969,Centre,Haute Saône,29.39,30657
1969,Centre,Haute Savoie,27.9,43179
1969,Centre,Haute Vienne,15.47,26981
1969,Centre,Hautes Alpes,23.21,9973
1969,Centre,Hautes Pyrénées,25.8,27340
1969,Centre,Hauts de Seine,20.07,127499
1969,Centre,Hérault,23.16,59022
1969,Centre,Ille et Vilaine,26.49,81948
1969,Centre,Indre,28.05,34206
1969,Centre,Indre et Loire,30.3,58511
1969,Centre,Isère,24.17,75247
1969,Centre,Jura,27.41,29505
1969,Centre,La Réunion,7.46,7218
1969,Centre,Landes,24.04,34789
1969,Centre,Loir et Cher,31.88,40902
1969,Centre,Loire,24.94,76698
1969,Centre,Loire Atlantique,26.29,105801
1969,Centre,Loiret,24.81,49185
1969,Centre,Lot,26.74,21999
1969,Centre,Lot et Garonne,28.11,39549
1969,Centre,Lozère,16.58,6699
1969,Centre,Maine et Loire,25.1,66718
1969,Centre,Manche,26.25,54417
1969,Centre,Marne,22.3,46044
1969,Centre,Martinique,7.13,4825
1969,Centre,Mayenne,28.66,35902
1969,Centre,Meurthe et Moselle,25.15,72624
1969,Centre,Meuse,26.33,24720
1969,Centre,Morbihan,22.26,59586
1969,Centre,Moselle,25.75,95833
1969,Centre,Nièvre,27.13,32429
1969,Centre,Nord,17.15,186376
1969,Centre,Oise,22.14,51991
1969,Centre,Orne,33.18,44185
1969,Centre,Paris,23.6,258607
1969,Centre,Pas de Calais,18.16,114590
1969,Centre,Puy de Dôme,18.99,46204
1969,Centre,Pyrénées Orientales,23.5,28951
1969,Centre,Rhône,26.46,139284
1969,Centre,Saône et Loire,24.7,60338
1969,Centre,Sarthe,26.94,56730
1969,Centre,Savoie,25.18,30582
1969,Centre,Seine et Marne,22.7,60524
1969,Centre,Seine Maritime,20.96,104162
1969,Centre,Seine Saint Denis,17.05,84970
1969,Centre,Somme,20.42,51308
1969,Centre,Tarn,24.86,42793
1969,Centre,Tarn et Garonne,28.88,25819
1969,Centre,Territoire de Belfort,23.47,11360
1969,Centre,Val d'Oise,20.17,58111
1969,Centre,Val de Marne,19.78,93558
1969,Centre,Var,23.96,57998
1969,Centre,Vaucluse,27.73,43680
1969,Centre,Vendée,22.57,47380
1969,Centre,Vienne,27.93,44702
1969,Centre,Vosges,24.91,44133
1969,Centre,Yonne,25.64,34627
1969,Centre,Yvelines,22.02,80631
1969,Droite,Ain,46.42,67929
1969,Droite,Aisne,40.63,95897
1969,Droite,Allier,38.54,72003
1969,Droite,Alpes Maritimes,39.06,125270
1969,Droite,Ardèche,45.51,58441
1969,Droite,Ardennes,42.53,54514
1969,Droite,Ariège,37.56,26732
1969,Droite,Aube,43.91,53182
1969,Droite,Aude,36.93,51538
1969,Droite,Aveyron,55.52,82735
1969,Droite,Bas Rhin,59.77,203416
1969,Droite,Bouches du Rhône,34.78,194989
1969,Droite,Calvados,48.21,110643
1969,Droite,Cantal,69.79,58645
1969,Droite,Charente,42.3,66520
1969,Droite,Charente Maritime,42.15,92239
1969,Droite,Cher,39.98,57767
1969,Droite,Corrèze,43.88,56695
1969,Droite,Côte d'Or,45.66,81946
1969,Droite,Côtes d'Armor,43.04,113520
1969,Droite,Creuse,41.23,31884
1969,Droite,Deux Sèvres,49.05,77029
1969,Droite,Dordogne,39.76,80312
1969,Droite,Doubs,48.89,86203
1969,Droite,Drôme,39.53,60083
1969,Droite,Essonne,39.57,114515
1969,Droite,Eure,42.69,75442
1969,Droite,Eure et Loir,44.96,64069
1969,Droite,Finistère,53.44,210366
1969,Droite,Gard,37.93,81998
1969,Droite,Gers,34.71,29715
1969,Droite,Gironde,40.78,183559
1969,Droite,Guadeloupe,60.8,26064
1969,Droite,Guyane,69.55,5249
1969,Droite,Haut Rhin,57.43,147200
1969,Droite,Haute Garonne,39.66,120898
1969,Droite,Haute Loire,52.8,54025
1969,Droite,Haute Marne,47.46,44922
1969,Droite,Haute Saône,44.5,46419
1969,Droite,Haute Savoie,47.09,72891
1969,Droite,Haute Vienne,38.12,66486
1969,Droite,Hautes Alpes,43.69,18778
1969,Droite,Hautes Pyrénées,39.49,41837
1969,Droite,Hauts de Seine,41.62,264394
1969,Droite,Hérault,39.54,100779
1969,Droite,Ille et Vilaine,52.53,162518
1969,Droite,Indre,36.47,44465
1969,Droite,Indre et Loire,41.28,79717
1969,Droite,Isère,39.34,122478
1969,Droite,Jura,44.21,47598
1969,Droite,La Réunion,82.16,79504
1969,Droite,Landes,45.95,66508
1969,Droite,Loir et Cher,38.19,48999
1969,Droite,Loire,43.96,135191
1969,Droite,Loire Atlantique,49.54,199390
1969,Droite,Loiret,46.61,92414
1969,Droite,Lot,47.58,39144
1969,Droite,Lot et Garonne,36.66,51573
1969,Droite,Lozère,63.14,25508
1969,Droite,Maine et Loire,54.06,143690
1969,Droite,Manche,56.64,117403
1969,Droite,Marne,44.11,91069
1969,Droite,Martinique,74.07,50143
1969,Droite,Mayenne,53.83,67431
1969,Droite,Meurthe et Moselle,43.9,126763
1969,Droite,Meuse,49.68,46643
1969,Droite,Morbihan,54.88,146901
1969,Droite,Moselle,50.86,189268
1969,Droite,Nièvre,35.46,42384
1969,Droite,Nord,42.62,463255
1969,Droite,Oise,42.37,99479
1969,Droite,Orne,46.45,61860
1969,Droite,Paris,45.23,495647
1969,Droite,Pas de Calais,39.2,247358
1969,Droite,Puy de Dôme,44.55,108421
1969,Droite,Pyrénées Orientales,38.52,47453
1969,Droite,Rhône,42.89,225742
1969,Droite,Saône et Loire,42.94,104896
1969,Droite,Sarthe,41.2,86760
1969,Droite,Savoie,44.13,53604
1969,Droite,Seine et Marne,44.31,118151
1969,Droite,Seine Maritime,41.44,205912
1969,Droite,Seine Saint Denis,33.97,169296
1969,Droite,Somme,39.99,100497
1969,Droite,Tarn,44.92,77305
1969,Droite,Tarn et Garonne,42.73,38198
1969,Droite,Territoire de Belfort,44.66,21614
1969,Droite,Val d'Oise,39.34,113318
1969,Droite,Val de Marne,38.49,182007
1969,Droite,Var,40.6,98265
1969,Droite,Vaucluse,34.56,54425
1969,Droite,Vendée,59.72,125389
1969,Droite,Vienne,43.95,70344
1969,Droite,Vosges,48.34,85630
1969,Droite,Yonne,44.89,60632
1969,Droite,Yvelines,43.61,159666
1969,Gauche,Ain,5.28,7715
1969,Gauche,Aisne,5.66,13372
1969,Gauche,Allier,6.26,11694
1969,Gauche,Alpes Maritimes,4.74,15205
1969,Gauche,Ardèche,5.64,7247
1969,Gauche,Ardennes,6.62,8493
1969,Gauche,Ariège,8.09,5754
1969,Gauche,Aube,6.789999999999999,8226
1969,Gauche,Aude,9.56,13344
1969,Gauche,Aveyron,5.0600000000000005,7540
1969,Gauche,Bas Rhin,3.6900000000000004,12550
1969,Gauche,Bouches du Rhône,12.030000000000001,67422
1969,Gauche,Calvados,4.970000000000001,11423
1969,Gauche,Cantal,4.27,3594
1969,Gauche,Charente,5.7,8959
1969,Gauche,Charente Maritime,5.93,12977
1969,Gauche,Cher,4.59,6627
1969,Gauche,Corrèze,5.19,6698
1969,Gauche,Côte d'Or,6,10780
1969,Gauche,Côtes d'Armor,4.9,12933
1969,Gauche,Creuse,7.36,5695
1969,Gauche,Deux Sèvres,6.07,9536
1969,Gauche,Dordogne,5.75,11611
1969,Gauche,Doubs,6.6899999999999995,11791
1969,Gauche,Drôme,7.01,10648
1969,Gauche,Essonne,5.699999999999999,16503
1969,Gauche,Eure,8.51,15053
1969,Gauche,Eure et Loir,6.890000000000001,9826
1969,Gauche,Finistère,5.140000000000001,20234
1969,Gauche,Gard,6.57,14196
1969,Gauche,Gers,7.51,6436
1969,Gauche,Gironde,7.75,34894
1969,Gauche,Guadeloupe,3.42,1467
1969,Gauche,Guyane,2.85,215
1969,Gauche,Haut Rhin,4.3500000000000005,11172
1969,Gauche,Haute Garonne,7.66,23337
1969,Gauche,Haute Loire,6.29,6439
1969,Gauche,Haute Marne,5.19,4914
1969,Gauche,Haute Saône,5.41,5645
1969,Gauche,Haute Savoie,5.4799999999999995,8471
1969,Gauche,Haute Vienne,8.85,15427
1969,Gauche,Hautes Alpes,5.279999999999999,2272
1969,Gauche,Hautes Pyrénées,5.21,5521
1969,Gauche,Hauts de Seine,6.27,39833
1969,Gauche,Hérault,7.42,18923
1969,Gauche,Ille et Vilaine,5.02,15524
1969,Gauche,Indre,5.08,6194
1969,Gauche,Indre et Loire,6.42,12407
1969,Gauche,Isère,6.99,21768
1969,Gauche,Jura,5.64,6078
1969,Gauche,La Réunion,2.45,2370
1969,Gauche,Landes,7.48,10832
1969,Gauche,Loir et Cher,5.8,7435
1969,Gauche,Loire,5.640000000000001,17356
1969,Gauche,Loire Atlantique,5.5200000000000005,22238
1969,Gauche,Loiret,6.0600000000000005,12010
1969,Gauche,Lot,4,3289
1969,Gauche,Lot et Garonne,5.41,7621
1969,Gauche,Lozère,4.34,1753
1969,Gauche,Maine et Loire,5.12,13609
1969,Gauche,Manche,4.9399999999999995,10245
1969,Gauche,Marne,6.33,13050
1969,Gauche,Martinique,1.65,1113
1969,Gauche,Mayenne,4.93,6176
1969,Gauche,Meurthe et Moselle,4.87,14071
1969,Gauche,Meuse,4.78,4486
1969,Gauche,Morbihan,4.47,11971
1969,Gauche,Moselle,3.92,14616
1969,Gauche,Nièvre,7.65,9135
1969,Gauche,Nord,9.059999999999999,98517
1969,Gauche,Oise,6.02,14131
1969,Gauche,Orne,5.01,6682
1969,Gauche,Paris,6.79,74367
1969,Gauche,Pas de Calais,10.02,63244
1969,Gauche,Puy de Dôme,8.62,20983
1969,Gauche,Pyrénées Orientales,5.52,6790
1969,Gauche,Rhône,5.56,29256
1969,Gauche,Saône et Loire,5.45,13319
1969,Gauche,Sarthe,5.99,12617
1969,Gauche,Savoie,5.33,6472
1969,Gauche,Seine et Marne,5.23,13936
