year,bloc,departement,percentage,votes
1974,Gauche radicale et extreme gauche,Yonne,2.71,4206
1974,Gauche radicale et extreme gauche,Yvelines,2.35,10663
1981,Centre,Ain,34.25,69210
1981,Centre,Aisne,27.08,81187
1981,Centre,Allier,27.150000000000002,59361
1981,Centre,Alpes de Haute Provence,29.03,20231
1981,Centre,Alpes Maritimes,33.86,157468
1981,Centre,Ardèche,33.06,50903
1981,Centre,Ardennes,27.05,42707
1981,Centre,Ariège,22.86,19368
1981,Centre,Aube,31.979999999999997,48577
1981,Centre,Aude,20.96,35260
1981,Centre,Aveyron,32.019999999999996,54603
1981,Centre,Bas Rhin,47.410000000000004,217267
1981,Centre,Bouches du Rhône,27.130000000000003,217243
1981,Centre,Calvados,31.48,99976
1981,Centre,Cantal,27.060000000000002,27060
1981,Centre,Charente,29.049999999999997,58158
1981,Centre,Charente Maritime,38.29,110567
1981,Centre,Cher,29.740000000000002,53429
1981,Centre,Corrèze,10.48,16523
1981,Centre,Corse du Sud,29.95,17778
1981,Centre,Côte d'Or,29.13,69367
1981,Centre,Côtes d'Armor,28.759999999999998,95333
1981,Centre,Creuse,20.77,18668
1981,Centre,Deux Sèvres,37.5,74221
1981,Centre,Dordogne,23.130000000000003,56576
1981,Centre,Doubs,27.65,65450
1981,Centre,Drôme,29.28,59219
1981,Centre,Essonne,25.740000000000002,123760
1981,Centre,Eure,30.970000000000002,78667
1981,Centre,Eure et Loir,33.63,65756
1981,Centre,Finistère,32.39,157571
1981,Centre,Gard,27.09,78585
1981,Centre,Gers,25.17,27264
1981,Centre,Gironde,26.05,152943
1981,Centre,Guadeloupe,71.15,48568
1981,Centre,Guyane,43.919999999999995,4318
1981,Centre,Haut Rhin,40.58,130843
1981,Centre,Haute Corse,33.95,24681
1981,Centre,Haute Garonne,24.47,102656
1981,Centre,Haute Loire,38.3,46716
1981,Centre,Haute Marne,30.43,35058
1981,Centre,Haute Saône,30.71,39470
1981,Centre,Haute Savoie,33.660000000000004,77751
1981,Centre,Haute Vienne,19.17,41515
1981,Centre,Hautes Alpes,31.77,18460
1981,Centre,Hautes Pyrénées,25.62,33685
1981,Centre,Hauts de Seine,27.54,186001
1981,Centre,Hérault,27.18,98720
1981,Centre,Ille et Vilaine,34.94,139977
1981,Centre,Indre,28.66,42040
1981,Centre,Indre et Loire,30.97,81455
1981,Centre,Isère,27.99,122231
1981,Centre,Jura,30.119999999999997,40913
1981,Centre,La Réunion,46.669999999999995,70917
1981,Centre,Landes,27.35,50108
1981,Centre,Loir et Cher,33.62,57291
1981,Centre,Loire,31.19,115650
1981,Centre,Loire Atlantique,32.64,170987
1981,Centre,Loiret,33.34,92814
1981,Centre,Lot,22.15,21599
1981,Centre,Lot et Garonne,27.02,47712
1981,Centre,Lozère,40.059999999999995,18245
1981,Centre,Maine et Loire,37.599999999999994,132243
1981,Centre,Manche,38.080000000000005,101291
1981,Centre,Marne,31.85,87468
1981,Centre,Martinique,72.53,62789
1981,Centre,Mayenne,37.92,59541
1981,Centre,Mayotte,73.68,8392
1981,Centre,Meurthe et Moselle,31.32,115271
1981,Centre,Meuse,34.58,39211
1981,Centre,Morbihan,36.019999999999996,122712
1981,Centre,Moselle,35.35,179104
1981,Centre,Nièvre,24.21,34422
1981,Centre,Nord,28.74,384777
1981,Centre,Oise,28.16,95681
1981,Centre,Orne,32.55,54985
1981,Centre,Paris,28.080000000000002,273863
1981,Centre,Pas de Calais,27.360000000000003,218945
1981,Centre,Puy de Dôme,33.76,107121
1981,Centre,Pyrénées Atlantiques,30.52,96046
1981,Centre,Pyrénées Orientales,28.74,49348
1981,Centre,Rhône,31.119999999999997,205518
1981,Centre,Saône et Loire,31.17,95030
1981,Centre,Sarthe,33.01,93370
1981,Centre,Savoie,29.959999999999997,49686
1981,Centre,Seine et Marne,28.55,122963
1981,Centre,Seine Maritime,30.04,193446
1981,Centre,Seine Saint Denis,21.91,127028
1981,Centre,Somme,28,88780
1981,Centre,Tarn,27.44,56465
1981,Centre,Tarn et Garonne,28.85,32618
1981,Centre,Territoire de Belfort,26.82,17430
1981,Centre,Val d'Oise,26.080000000000002,111846
1981,Centre,Val de Marne,24.339999999999996,138870
1981,Centre,Var,33.14,124099
1981,Centre,Vaucluse,28.69,63697
1981,Centre,Vendée,40.96,115817
1981,Centre,Vienne,31.29,66118
1981,Centre,Vosges,31.650000000000002,69110
1981,Centre,Yonne,32.45,56317
1981,Centre,Yvelines,29.950000000000003,171723
1981,Droite,Ain,21.259999999999998,42957
1981,Droite,Aisne,19.040000000000003,57107
1981,Droite,Allier,20.15,44059
1981,Droite,Alpes de Haute Provence,18.6,12973
1981,Droite,Alpes Maritimes,22.880000000000003,106393
1981,Droite,Ardèche,18.46,28426
1981,Droite,Ardennes,19.56,30889
1981,Droite,Ariège,17.57,14891
1981,Droite,Aube,20.91,31744
1981,Droite,Aude,18.18,30589
1981,Droite,Aveyron,24.65,42030
1981,Droite,Bas Rhin,18.48,84669
1981,Droite,Bouches du Rhône,17.35,138965
1981,Droite,Calvados,22.23,70600
1981,Droite,Cantal,35.27,35280
1981,Droite,Charente,21.29,42622
1981,Droite,Charente Maritime,19.02,54915
1981,Droite,Cher,20.47,36769
1981,Droite,Corrèze,42.81,67475
1981,Droite,Corse du Sud,28.82,17105
1981,Droite,Côte d'Or,22.36,53254
1981,Droite,Côtes d'Armor,19.119999999999997,63371
1981,Droite,Creuse,29.92,26890
1981,Droite,Deux Sèvres,20.57,40707
1981,Droite,Dordogne,24.279999999999998,59385
1981,Droite,Doubs,23.37,55313
1981,Droite,Drôme,18.73,37904
1981,Droite,Essonne,21.53,103461
1981,Droite,Eure,21.689999999999998,55079
1981,Droite,Eure et Loir,20.72,40526
1981,Droite,Finistère,21.82,106110
1981,Droite,Gard,16.57,48061
1981,Droite,Gers,19.75,21388
1981,Droite,Gironde,20.290000000000003,119106
1981,Droite,Guadeloupe,10.940000000000001,7463
1981,Droite,Guyane,29.76,2926
1981,Droite,Haut Rhin,21.62,69722
1981,Droite,Haute Corse,28.53,20744
1981,Droite,Haute Garonne,18.64,78212
1981,Droite,Haute Loire,20.599999999999998,25135
1981,Droite,Haute Marne,20.96,24144
1981,Droite,Haute Saône,21.029999999999998,27028
1981,Droite,Haute Savoie,24.97,57655
1981,Droite,Haute Vienne,25.130000000000003,54416
1981,Droite,Hautes Alpes,19.51,11335
1981,Droite,Hautes Pyrénées,18.24,23973
1981,Droite,Hauts de Seine,24.36,164437
1981,Droite,Hérault,18.700000000000003,67925
1981,Droite,Ille et Vilaine,23.15,92716
1981,Droite,Indre,22.25,32624
1981,Droite,Indre et Loire,21.22,55814
1981,Droite,Isère,18.24,79679
1981,Droite,Jura,20.560000000000002,27940
1981,Droite,La Réunion,18.09,27480
1981,Droite,Landes,19.27,35319
1981,Droite,Loir et Cher,19.03,32434
1981,Droite,Loire,20.35,75439
1981,Droite,Loire Atlantique,21.07,110419
1981,Droite,Loiret,21.939999999999998,61048
1981,Droite,Lot,25.88,25245
1981,Droite,Lot et Garonne,20.3,35854
1981,Droite,Lozère,22.18,10102
1981,Droite,Maine et Loire,23.5,82660
1981,Droite,Manche,24.52,65216
1981,Droite,Marne,21.08,57907
1981,Droite,Martinique,11.04,9552
1981,Droite,Mayenne,26.55,41689
1981,Droite,Mayotte,20.62,2349
1981,Droite,Meurthe et Moselle,16.9,62211
1981,Droite,Meuse,18.87,21397
1981,Droite,Morbihan,21.54,73393
1981,Droite,Moselle,19.3,97820
1981,Droite,Nièvre,15.9,22608
1981,Droite,Nord,17.39,232671
1981,Droite,Oise,20.490000000000002,69617
1981,Droite,Orne,27.8,46970
1981,Droite,Paris,30.560000000000002,297979
1981,Droite,Pas de Calais,16.029999999999998,128315
1981,Droite,Puy de Dôme,16.810000000000002,53330
1981,Droite,Pyrénées Atlantiques,23.54,74094
1981,Droite,Pyrénées Orientales,17.99,30903
1981,Droite,Rhône,20.92,138093
1981,Droite,Saône et Loire,18.96,57800
1981,Droite,Sarthe,19.95,56442
1981,Droite,Savoie,22.34,37063
1981,Droite,Seine et Marne,22.53,97049
1981,Droite,Seine Maritime,16.759999999999998,107924
1981,Droite,Seine Saint Denis,18.13,105053
1981,Droite,Somme,19.060000000000002,60433
1981,Droite,Tarn,21.22,43662
1981,Droite,Tarn et Garonne,22.34,25256
1981,Droite,Territoire de Belfort,19.33,12564
1981,Droite,Val d'Oise,20.560000000000002,88160
1981,Droite,Val de Marne,21.32,121640
1981,Droite,Var,20.12,75332
1981,Droite,Vaucluse,19.19,42621
1981,Droite,Vendée,24.07,68065
1981,Droite,Vienne,21.959999999999997,46400
1981,Droite,Vosges,21.759999999999998,47511
1981,Droite,Yonne,21.04,36512
1981,Droite,Yvelines,24.66,141414
1981,Ecologisme,Ain,4.23,8555
1981,Ecologisme,Aisne,3.25,9751
1981,Ecologisme,Allier,3.11,6804
1981,Ecologisme,Alpes de Haute Provence,4.37,3044
1981,Ecologisme,Alpes Maritimes,3.74,17396
1981,Ecologisme,Ardèche,3.97,6106
1981,Ecologisme,Ardennes,3.35,5283
1981,Ecologisme,Ariège,3.21,2723
1981,Ecologisme,Aube,3.76,5709
1981,Ecologisme,Aude,3.17,5339
1981,Ecologisme,Aveyron,3.83,6532
1981,Ecologisme,Bas Rhin,4.71,21596
1981,Ecologisme,Bouches du Rhône,3.65,29206
1981,Ecologisme,Calvados,4.24,13477
1981,Ecologisme,Cantal,2.14,2142
1981,Ecologisme,Charente,2.89,5782
1981,Ecologisme,Charente Maritime,2.93,8464
1981,Ecologisme,Cher,3.27,5866
1981,Ecologisme,Corrèze,1.96,3087
1981,Ecologisme,Corse du Sud,1.69,1004
1981,Ecologisme,Côte d'Or,4.07,9693
1981,Ecologisme,Côtes d'Armor,3.84,12717
1981,Ecologisme,Creuse,2.14,1921
1981,Ecologisme,Deux Sèvres,3.33,6588
1981,Ecologisme,Dordogne,2.87,7027
1981,Ecologisme,Doubs,4.55,10765
1981,Ecologisme,Drôme,4.79,9691
1981,Ecologisme,Essonne,5.35,25736
1981,Ecologisme,Eure,3.54,8999
1981,Ecologisme,Eure et Loir,3.82,7473
1981,Ecologisme,Finistère,4.28,20793
1981,Ecologisme,Gard,3.87,11235
1981,Ecologisme,Gers,3.44,3729
1981,Ecologisme,Gironde,3.33,19543
1981,Ecologisme,Guadeloupe,0.49,333
1981,Ecologisme,Guyane,1.86,183
1981,Ecologisme,Haut Rhin,5.26,16953
1981,Ecologisme,Haute Corse,1.72,1247
1981,Ecologisme,Haute Garonne,4.15,17394
1981,Ecologisme,Haute Loire,3.65,4453
1981,Ecologisme,Haute Marne,3.52,4051
1981,Ecologisme,Haute Saône,3.26,4194
1981,Ecologisme,Haute Savoie,5.3,12238
1981,Ecologisme,Haute Vienne,2.7,5844
1981,Ecologisme,Hautes Alpes,5.05,2935
1981,Ecologisme,Hautes Pyrénées,3.1,4078
1981,Ecologisme,Hauts de Seine,4.82,32557
1981,Ecologisme,Hérault,3.77,13679
1981,Ecologisme,Ille et Vilaine,4.49,17973
1981,Ecologisme,Indre,2.75,4036
1981,Ecologisme,Indre et Loire,3.69,9707
1981,Ecologisme,Isère,4.89,21353
1981,Ecologisme,Jura,4.57,6212
1981,Ecologisme,La Réunion,0.95,1450
1981,Ecologisme,Landes,2.59,4744
1981,Ecologisme,Loir et Cher,3.41,5805
1981,Ecologisme,Loire,4.09,15179
1981,Ecologisme,Loire Atlantique,4.4,23077
1981,Ecologisme,Loiret,4.3,11977
1981,Ecologisme,Lot,3.65,3561
1981,Ecologisme,Lot et Garonne,3.77,6653
1981,Ecologisme,Lozère,3.39,1546
1981,Ecologisme,Maine et Loire,4.35,15298
1981,Ecologisme,Manche,4.79,12729
1981,Ecologisme,Marne,3.95,10845
1981,Ecologisme,Martinique,0.63,546
1981,Ecologisme,Mayenne,3.8,5964
1981,Ecologisme,Mayotte,0.37,42
1981,Ecologisme,Meurthe et Moselle,3.61,13280
1981,Ecologisme,Meuse,3.54,4008
1981,Ecologisme,Morbihan,4,13644
1981,Ecologisme,Moselle,3.77,19120
1981,Ecologisme,Nièvre,2.58,3674
1981,Ecologisme,Nord,3.47,46470
1981,Ecologisme,Oise,3.79,12887
1981,Ecologisme,Orne,3.75,6343
1981,Ecologisme,Paris,4.07,39696
1981,Ecologisme,Pas de Calais,2.64,21127
1981,Ecologisme,Puy de Dôme,3.76,11940
1981,Ecologisme,Pyrénées Atlantiques,3.7,11643
1981,Ecologisme,Pyrénées Orientales,3.72,6394
1981,Ecologisme,Rhône,4.73,31243
1981,Ecologisme,Saône et Loire,3.45,10509
1981,Ecologisme,Sarthe,3.48,9832
1981,Ecologisme,Savoie,4.93,8184
1981,Ecologisme,Seine et Marne,4.72,20344
1981,Ecologisme,Seine Maritime,3.73,24046
1981,Ecologisme,Seine Saint Denis,4.44,25752
1981,Ecologisme,Somme,3.24,10264
1981,Ecologisme,Tarn,3.81,7842
1981,Ecologisme,Tarn et Garonne,3.91,4417
1981,Ecologisme,Territoire de Belfort,4.04,2623
1981,Ecologisme,Val d'Oise,5.08,21802
1981,Ecologisme,Val de Marne,4.73,26963
1981,Ecologisme,Var,3.69,13799
1981,Ecologisme,Vaucluse,4.19,9306
1981,Ecologisme,Vendée,3.55,10026
1981,Ecologisme,Vienne,3.44,7272
1981,Ecologisme,Vosges,3.75,8182
1981,Ecologisme,Yonne,3.86,6702
1981,Ecologisme,Yvelines,5.03,28840
1981,Gauche,Ain,25.35,51232
1981,Gauche,Aisne,25.35,75984
1981,Gauche,Allier,23.82,52072
1981,Gauche,Alpes de Haute Provence,25.1,17494
1981,Gauche,Alpes Maritimes,21.16,98426
1981,Gauche,Ardèche,25.22,38827
1981,Gauche,Ardennes,26.79,42289
1981,Gauche,Ariège,32.41,27469
1981,Gauche,Aube,24.65,37441
1981,Gauche,Aude,34.41,57881
1981,Gauche,Aveyron,25.87,44109
1981,Gauche,Bas Rhin,22.04,101024
1981,Gauche,Bouches du Rhône,23.85,190955
1981,Gauche,Calvados,26.84,85255
1981,Gauche,Cantal,22.11,22108
1981,Gauche,Charente,27.84,55733
1981,Gauche,Charente Maritime,24.42,70496
1981,Gauche,Cher,22.82,40999
1981,Gauche,Corrèze,20.53,32362
1981,Gauche,Corse du Sud,23,13655
1981,Gauche,Côte d'Or,30.63,72931
1981,Gauche,Côtes d'Armor,27.97,92735
1981,Gauche,Creuse,23.17,20826
1981,Gauche,Deux Sèvres,27.03,53503
1981,Gauche,Dordogne,26.09,63830
1981,Gauche,Doubs,28.95,68517
1981,Gauche,Drôme,28.25,57146
1981,Gauche,Essonne,26.66,128184
1981,Gauche,Eure,26.64,67676
1981,Gauche,Eure et Loir,26.03,50906
1981,Gauche,Finistère,27.21,132343
1981,Gauche,Gard,24.19,70173
1981,Gauche,Gers,34.13,36958
1981,Gauche,Gironde,33.23,195121
1981,Gauche,Guadeloupe,9.77,6671
1981,Gauche,Guyane,21.2,2084
1981,Gauche,Haut Rhin,23.16,74679
1981,Gauche,Haute Corse,17.69,12863
1981,Gauche,Haute Garonne,33.74,141538
1981,Gauche,Haute Loire,25.16,30686
1981,Gauche,Haute Marne,27.98,32230
1981,Gauche,Haute Saône,29.26,37614
1981,Gauche,Haute Savoie,23.33,53879
1981,Gauche,Haute Vienne,25.89,56050
1981,Gauche,Hautes Alpes,24.32,14127
1981,Gauche,Hautes Pyrénées,30.97,40718
1981,Gauche,Hauts de Seine,23.52,158852
1981,Gauche,Hérault,26.39,95847
1981,Gauche,Ille et Vilaine,25.75,103118
1981,Gauche,Indre,23.5,34474
1981,Gauche,Indre et Loire,28.59,75217
1981,Gauche,Isère,28.48,124378
1981,Gauche,Jura,26.56,36078
1981,Gauche,La Réunion,9.88,15017
1981,Gauche,Landes,34.02,62326
1981,Gauche,Loir et Cher,25.53,43511
1981,Gauche,Loire,24.71,91612
1981,Gauche,Loire Atlantique,28.47,149168
1981,Gauche,Loiret,24.14,67198
1981,Gauche,Lot,30.97,30204
1981,Gauche,Lot et Garonne,27.37,48333
1981,Gauche,Lozère,22.18,10102
1981,Gauche,Maine et Loire,23.91,84082
1981,Gauche,Manche,22.35,59442
1981,Gauche,Marne,24.26,66625
1981,Gauche,Martinique,12.16,10530
1981,Gauche,Mayenne,22.85,35884
1981,Gauche,Mayotte,2.31,263
1981,Gauche,Meurthe et Moselle,26.66,98100
1981,Gauche,Meuse,27.08,30700
1981,Gauche,Morbihan,25.17,85751
1981,Gauche,Moselle,26.25,132988
1981,Gauche,Nièvre,39.33,55912
1981,Gauche,Nord,25.91,346897
1981,Gauche,Oise,25.54,86771
1981,Gauche,Orne,23.56,39794
1981,Gauche,Paris,24.59,239718
1981,Gauche,Pas de Calais,27.74,221988
1981,Gauche,Puy de Dôme,27.99,88820
1981,Gauche,Pyrénées Atlantiques,28.56,89886
1981,Gauche,Pyrénées Orientales,25.59,43937
1981,Gauche,Rhône,26.15,172694
1981,Gauche,Saône et Loire,28.2,85970
1981,Gauche,Sarthe,25.61,72453
1981,Gauche,Savoie,25.26,41896
1981,Gauche,Seine et Marne,25.3,108955
1981,Gauche,Seine Maritime,26.58,171161
1981,Gauche,Seine Saint Denis,24.47,141809
1981,Gauche,Somme,23.61,74884
1981,Gauche,Tarn,29.57,60851
1981,Gauche,Tarn et Garonne,27.72,31342
1981,Gauche,Territoire de Belfort,33.42,21721
1981,Gauche,Val d'Oise,25.79,110608
1981,Gauche,Val de Marne,24.65,140645
1981,Gauche,Var,22.9,85749
1981,Gauche,Vaucluse,25.87,57430
1981,Gauche,Vendée,21.62,61118
1981,Gauche,Vienne,26.79,56615
1981,Gauche,Vosges,27.11,59205
1981,Gauche,Yonne,25.16,43672
1981,Gauche,Yvelines,24.37,139747
1981,Gauche radicale et extreme gauche,Ain,14.91,30126
1981,Gauche radicale et extreme gauche,Aisne,25.27,75766
1981,Gauche radicale et extreme gauche,Allier,25.77,56344
1981,Gauche radicale et extreme gauche,Alpes de Haute Provence,22.91,15969
1981,Gauche radicale et extreme gauche,Alpes Maritimes,18.36,85380
1981,Gauche radicale et extreme gauche,Ardèche,19.29,29698
1981,Gauche radicale et extreme gauche,Ardennes,23.23,36666
1981,Gauche radicale et extreme gauche,Ariège,23.95,20299
1981,Gauche radicale et extreme gauche,Aube,18.7,28407
1981,Gauche radicale et extreme gauche,Aude,23.279999999999998,39151
1981,Gauche radicale et extreme gauche,Aveyron,13.63,23250
1981,Gauche radicale et extreme gauche,Bas Rhin,7.35,33721
1981,Gauche radicale et extreme gauche,Bouches du Rhône,28.02,224428
1981,Gauche radicale et extreme gauche,Calvados,15.21,48278
1981,Gauche radicale et extreme gauche,Cantal,13.41,13423
1981,Gauche radicale et extreme gauche,Charente,18.92,37892
1981,Gauche radicale et extreme gauche,Charente Maritime,15.34,44275
1981,Gauche radicale et extreme gauche,Cher,23.69,42565
1981,Gauche radicale et extreme gauche,Corrèze,24.23,38190
1981,Gauche radicale et extreme gauche,Corse du Sud,16.529999999999998,9816
1981,Gauche radicale et extreme gauche,Côte d'Or,13.799999999999999,32872
1981,Gauche radicale et extreme gauche,Côtes d'Armor,20.32,67375
1981,Gauche radicale et extreme gauche,Creuse,24,21564
1981,Gauche radicale et extreme gauche,Deux Sèvres,11.59,22939
1981,Gauche radicale et extreme gauche,Dordogne,23.65,57844
1981,Gauche radicale et extreme gauche,Doubs,15.479999999999999,36666
1981,Gauche radicale et extreme gauche,Drôme,18.939999999999998,38311
1981,Gauche radicale et extreme gauche,Essonne,20.72,99591
1981,Gauche radicale et extreme gauche,Eure,17.15,43588
1981,Gauche radicale et extreme gauche,Eure et Loir,15.8,30922
1981,Gauche radicale et extreme gauche,Finistère,14.3,69552
1981,Gauche radicale et extreme gauche,Gard,28.279999999999998,82057
1981,Gauche radicale et extreme gauche,Gers,17.5,18942
1981,Gauche radicale et extreme gauche,Gironde,17.12,100498
1981,Gauche radicale et extreme gauche,Guadeloupe,7.66,5230
1981,Gauche radicale et extreme gauche,Guyane,3.25,320
1981,Gauche radicale et extreme gauche,Haut Rhin,9.379999999999999,30250
1981,Gauche radicale et extreme gauche,Haute Corse,18.11,13163
1981,Gauche radicale et extreme gauche,Haute Garonne,18.99,79695
1981,Gauche radicale et extreme gauche,Haute Loire,12.29,14989
1981,Gauche radicale et extreme gauche,Haute Marne,17.11,19705
1981,Gauche radicale et extreme gauche,Haute Saône,15.739999999999998,20241
1981,Gauche radicale et extreme gauche,Haute Savoie,12.75,29444
1981,Gauche radicale et extreme gauche,Haute Vienne,27.11,58685
1981,Gauche radicale et extreme gauche,Hautes Alpes,19.35,11241
1981,Gauche radicale et extreme gauche,Hautes Pyrénées,22.07,29009
1981,Gauche radicale et extreme gauche,Hauts de Seine,19.759999999999998,133427
1981,Gauche radicale et extreme gauche,Hérault,23.970000000000002,87053
1981,Gauche radicale et extreme gauche,Ille et Vilaine,11.68,46732
1981,Gauche radicale et extreme gauche,Indre,22.849999999999998,33517
1981,Gauche radicale et extreme gauche,Indre et Loire,15.530000000000001,40851
1981,Gauche radicale et extreme gauche,Isère,20.4,89096
1981,Gauche radicale et extreme gauche,Jura,18.18,24701
1981,Gauche radicale et extreme gauche,La Réunion,24.41,37092
1981,Gauche radicale et extreme gauche,Landes,16.75,30700
1981,Gauche radicale et extreme gauche,Loir et Cher,18.41,31379
1981,Gauche radicale et extreme gauche,Loire,19.64,72863
1981,Gauche radicale et extreme gauche,Loire Atlantique,13.42,70299
1981,Gauche radicale et extreme gauche,Loiret,16.29,45340
1981,Gauche radicale et extreme gauche,Lot,17.35,16932
1981,Gauche radicale et extreme gauche,Lot et Garonne,21.54,38034
1981,Gauche radicale et extreme gauche,Lozère,12.18,5548
1981,Gauche radicale et extreme gauche,Maine et Loire,10.629999999999999,37394
1981,Gauche radicale et extreme gauche,Manche,10.27,27312
1981,Gauche radicale et extreme gauche,Marne,18.85,51769
1981,Gauche radicale et extreme gauche,Martinique,3.63,3143
1981,Gauche radicale et extreme gauche,Mayenne,8.88,13940
1981,Gauche radicale et extreme gauche,Mayotte,3.0300000000000002,345
1981,Gauche radicale et extreme gauche,Meurthe et Moselle,21.51,79152
1981,Gauche radicale et extreme gauche,Meuse,15.93,18060
1981,Gauche radicale et extreme gauche,Morbihan,13.270000000000001,45203
1981,Gauche radicale et extreme gauche,Moselle,15.32,77606
1981,Gauche radicale et extreme gauche,Nièvre,17.97,25550
1981,Gauche radicale et extreme gauche,Nord,24.490000000000002,327931
1981,Gauche radicale et extreme gauche,Oise,22.02,74830
1981,Gauche radicale et extreme gauche,Orne,12.34,20842
1981,Gauche radicale et extreme gauche,Paris,12.7,123779
1981,Gauche radicale et extreme gauche,Pas de Calais,26.240000000000002,210009
1981,Gauche radicale et extreme gauche,Puy de Dôme,17.67,56061
1981,Gauche radicale et extreme gauche,Pyrénées Atlantiques,13.68,43077
1981,Gauche radicale et extreme gauche,Pyrénées Orientales,23.95,41128
1981,Gauche radicale et extreme gauche,Rhône,17.08,112835
1981,Gauche radicale et extreme gauche,Saône et Loire,18.220000000000002,55574
1981,Gauche radicale et extreme gauche,Sarthe,17.95,50781
1981,Gauche radicale et extreme gauche,Savoie,17.509999999999998,29041
1981,Gauche radicale et extreme gauche,Seine et Marne,18.89,81354
1981,Gauche radicale et extreme gauche,Seine Maritime,22.9,147445
1981,Gauche radicale et extreme gauche,Seine Saint Denis,31.040000000000003,179923
1981,Gauche radicale et extreme gauche,Somme,26.1,82769
1981,Gauche radicale et extreme gauche,Tarn,17.96,36960
1981,Gauche radicale et extreme gauche,Tarn et Garonne,17.189999999999998,19437
1981,Gauche radicale et extreme gauche,Territoire de Belfort,16.39,10647
1981,Gauche radicale et extreme gauche,Val d'Oise,22.5,96503
1981,Gauche radicale et extreme gauche,Val de Marne,24.970000000000002,142522
1981,Gauche radicale et extreme gauche,Var,20.15,75454
1981,Gauche radicale et extreme gauche,Vaucluse,22.07,48979
1981,Gauche radicale et extreme gauche,Vendée,9.8,27712
1981,Gauche radicale et extreme gauche,Vienne,16.51,34887
1981,Gauche radicale et extreme gauche,Vosges,15.73,34355
1981,Gauche radicale et extreme gauche,Yonne,17.490000000000002,30352
1981,Gauche radicale et extreme gauche,Yvelines,16,91749
1988,Centre,Ain,21.21,48082
1988,Centre,Aisne,13.32,39969
1988,Centre,Allier,15,32230
1988,Centre,Alpes de Haute Provence,15.69,12345
1988,Centre,Alpes Maritimes,14.97,76759
1988,Centre,Ardèche,19.04,31409
1988,Centre,Ardennes,14.23,22111
1988,Centre,Ariège,10.42,9046
1988,Centre,Aube,17.78,26929
1988,Centre,Aude,10.33,18588
1988,Centre,Aveyron,18.5,32429
1988,Centre,Bas Rhin,18.6,91884
1988,Centre,Bouches du Rhône,13.9,118745
1988,Centre,Calvados,18.2,60613
1988,Centre,Cantal,11.52,11723
1988,Centre,Charente,15.29,31089
1988,Centre,Charente Maritime,18.08,54219
1988,Centre,Cher,16.57,30034
1988,Centre,Corrèze,4.85,7703
1988,Centre,Corse du Sud,14.19,8790
1988,Centre,Côte d'Or,16.01,40075
1988,Centre,Côtes d'Armor,17.23,59859
1988,Centre,Creuse,9.96,8658
1988,Centre,Deux Sèvres,21.14,43181
1988,Centre,Dordogne,12.09,30419
1988,Centre,Doubs,15.63,39135
1988,Centre,Drôme,17.11,37840
1988,Centre,Essonne,15.84,81061
1988,Centre,Eure,16.35,44589
1988,Centre,Eure et Loir,17.61,36879
1988,Centre,Finistère,19.56,98919
1988,Centre,Gard,14.56,46525
1988,Centre,Gers,14.45,16073
1988,Centre,Gironde,15.59,97846
1988,Centre,Guadeloupe,10.56,8118
1988,Centre,Guyane,9.16,1498
1988,Centre,Haut Rhin,18.08,63421
1988,Centre,Haute Corse,12.05,9065
1988,Centre,Haute Garonne,14.74,69344
1988,Centre,Haute Loire,21.43,27016
1988,Centre,Haute Marne,15.62,18166
1988,Centre,Haute Saône,15.49,20964
1988,Centre,Haute Savoie,22.82,60556
1988,Centre,Haute Vienne,10.98,23614
1988,Centre,Hautes Alpes,19.81,12930
1988,Centre,Hautes Pyrénées,15.62,21219
1988,Centre,Hauts de Seine,16.51,107684
1988,Centre,Hérault,13.64,56629
1988,Centre,Ille et Vilaine,20.4,88213
1988,Centre,Indre,14.65,21672
1988,Centre,Indre et Loire,18.75,52366
1988,Centre,Isère,16.92,83421
1988,Centre,Jura,17.43,24415
1988,Centre,La Réunion,24.51,51733
1988,Centre,Landes,14.97,29273
1988,Centre,Loir et Cher,18.22,32550
1988,Centre,Loire,18.51,69075
1988,Centre,Loire Atlantique,19.89,111809
1988,Centre,Loiret,18.28,54581
1988,Centre,Lot,12.12,12285
1988,Centre,Lot et Garonne,16.04,29635
1988,Centre,Lozère,21.59,9982
1988,Centre,Maine et Loire,24.28,91498
1988,Centre,Manche,20.88,57655
1988,Centre,Marne,17.21,48122
1988,Centre,Martinique,16.35,19125
1988,Centre,Mayenne,23.41,38063
1988,Centre,Mayotte,54.87,8352
1988,Centre,Meurthe et Moselle,17.98,66230
1988,Centre,Meuse,18.42,21029
1988,Centre,Morbihan,19.67,72011
1988,Centre,Moselle,16.67,89343
1988,Centre,Nièvre,12.45,17831
1988,Centre,Nord,15.59,207212
1988,Centre,Oise,14.05,51639
1988,Centre,Orne,19.32,33282
1988,Centre,Paris,13.6,128128
1988,Centre,Pas de Calais,13.95,114054
1988,Centre,Puy de Dôme,17.46,56408
1988,Centre,Pyrénées Atlantiques,18.11,60678
1988,Centre,Pyrénées Orientales,13.39,26584
1988,Centre,Rhône,21.99,152918
1988,Centre,Saône et Loire,17.18,53137
1988,Centre,Sarthe,18.15,52584
1988,Centre,Savoie,18.05,32596
1988,Centre,Seine et Marne,15.12,73770
1988,Centre,Seine Maritime,16.06,104552
1988,Centre,Seine Saint Denis,11.1,60309
